Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance
ISOSORBIDE_DINITRATE,ISOSORBIDE DINITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/6883,FEATURED,87-33-2,"54650-95-2, 6659-58-1, 54650-95-2",COMPOUND
ISOSORBIDE_MONONITRATE,ISOSORBIDE MONONITRATE,https://pubchem.ncbi.nlm.nih.gov/compound/27661,FEATURED,16051-77-7,,COMPOUND
ISOTRETINOIN,ISOTRETINOIN,https://pubchem.ncbi.nlm.nih.gov/compound/5282379,FEATURED,4759-48-2,,COMPOUND
ISOXSUPRINE,ISOXSUPRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3783,FEATURED,395-28-8,,COMPOUND
ISRADIPINE,ISRADIPINE,N/A,Not Found,N/A,N/A,N/A
ITRACONAZOLE,ITRACONAZOLE,N/A,Not Found,N/A,N/A,N/A
IUD-COPPER_WIRE,IUD-COPPER WIRE,N/A,Not Found,N/A,N/A,N/A
IUD-CU_WIRE_&_AG_CORE,IUD-CU WIRE & AG CORE,N/A,Not Found,N/A,N/A,N/A
IVABRADINE,IVABRADINE,N/A,Not Found,N/A,N/A,N/A
IVACAFTOR,IVACAFTOR,https://pubchem.ncbi.nlm.nih.gov/compound/16220172,FEATURED,873054-44-5,"1174930-71-2, 1134822-00-6",COMPOUND
IVERMECTIN,IVERMECTIN,https://pubchem.ncbi.nlm.nih.gov/compound/Ivermectin,FEATURED,70288-86-7,"74564-75-3, 1014990-52-3, 118710-50-2",COMPOUND
IVOSIDENIB,IVOSIDENIB,https://pubchem.ncbi.nlm.nih.gov/compound/71657455,FEATURED,1448347-49-6,,COMPOUND
IXABEPILONE,IXABEPILONE,https://pubchem.ncbi.nlm.nih.gov/compound/6445540,FEATURED,219989-84-1,,COMPOUND
IXAZOMIB,IXAZOMIB,https://pubchem.ncbi.nlm.nih.gov/compound/25183872,FEATURED,1072833-77-2,,COMPOUND
IXEKIZUMAB,IXEKIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Ixekizumab,FEATURED,"1143503-69-8, 1329632-62-3",,COMPOUND
JOJOBA_OIL,JOJOBA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Jojoba%20Oil,FEATURED,61789-91-1,"159518-82-8, 159518-83-9, 159518-84-0, 159518-85-1, 72986-39-1",COMPOUND
JUGLANS_REGIA,JUGLANS REGIA,https://pubchem.ncbi.nlm.nih.gov/substance/483925713,RELEVANT,N/A,,SUBSTANCE
JUNIPERUS_COMMUNIS,JUNIPERUS COMMUNIS,https://pubchem.ncbi.nlm.nih.gov/substance/483927772,RELEVANT,N/A,,SUBSTANCE
KANAMYCIN,KANAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/6032,FEATURED,"59-01-8, 8063-07-8","11025-65-3, 19079-03-9, 64013-69-0, 936337-76-7, 717087-69-9, 1807443-02-2, 11025-65-3, 1350052-69-5, 1807443-02-2, 19079-03-9, 64013-69-0, 717087-69-9, 936337-76-7, 936337-76-7, 19079-03-9, 64013-69-0",COMPOUND
KAOLIN,KAOLIN,https://pubchem.ncbi.nlm.nih.gov/compound/56841936,FEATURED,"1332-58-7, 95077-05-7","12198-85-5, 12199-11-0, 190086-05-6, 39406-22-9, 52624-41-6, 95077-05-7, 849104-81-0, 290817-34-4, 903527-69-5, 1026990-70-4, 384842-32-4, 90803-81-9, 944250-63-9, 1227491-10-2, 862272-04-6, 1227491-11-3, 2489793-92-0, 395075-09-9, 1026990-70-4, 107029-18-5, 12198-85-5, 12199-11-0, 1227491-10-2, 1227491-11-3, 190086-05-6, 2345616-52-4, 2489793-92-0, 290817-34-4, 384842-32-4, 39406-22-9, 395075-09-9, 52624-41-6, 849104-81-0, 862272-04-6, 903527-69-5, 90803-81-9, 944250-63-9, 95077-05-7",COMPOUND
KEROSENE,KEROSENE,https://pubchem.ncbi.nlm.nih.gov/compound/Kerosene,FEATURED,8008-20-6,"111941-10-7, 55465-93-5, 63241-54-3, 55465-93-5, 111941-10-7",COMPOUND
KETAMINE,KETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3821,FEATURED,6740-88-1,"79499-51-7, 33643-45-7, 100477-72-3, 79499-51-7, 100477-72-3",COMPOUND
KETOCONAZOLE,KETOCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/456201,FEATURED,"65277-42-1, 142128-59-4",,COMPOUND
KETOPROFEN,KETOPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3825,FEATURED,22071-15-4,"172964-50-0, 22161-86-0, 154907-35-4, 154907-35-4, 172964-50-0, 22161-86-0, 154907-35-4, 22161-86-0",COMPOUND
KETOROLAC,KETOROLAC,https://pubchem.ncbi.nlm.nih.gov/compound/3826,FEATURED,"74103-06-3, 66635-83-4",66635-83-4,COMPOUND
KETOTIFEN,KETOTIFEN,https://pubchem.ncbi.nlm.nih.gov/compound/3827,FEATURED,"34580-13-7, 116655-76-6, 34580-14-8",116655-74-4,COMPOUND
KOJIC_ACID,KOJIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3840,FEATURED,501-30-4,123712-78-7,COMPOUND
L-METHIONINE,L-METHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/6137,FEATURED,"63-68-3, 3654-96-4, 58576-49-1, 59-51-8","24425-78-3, 7005-18-7, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 1437749-32-0, 1437749-60-4, 1437749-65-9, 1437749-75-1, 1437749-80-8, 1437769-00-0, 1437870-94-4, 1437870-95-5, 1437870-97-7, 1437870-98-8, 1437871-20-9, 1463481-01-7, 1463481-06-2, 1463481-15-3, 1463481-19-7, 1463481-23-3, 1463481-27-7, 1463481-31-3, 1463481-37-9, 1463481-41-5, 1463481-46-0, 1463481-51-7, 1463481-58-4, 1463481-73-3, 1463481-80-2, 1463481-89-1, 1463610-75-4, 1463610-76-5, 1466415-57-5, 24425-78-3, 7005-18-7, 1463610-75-4, 1437871-20-9, 1463481-46-0, 1463481-06-2, 1437749-60-4, 1463481-23-3, 1463481-58-4, 1437749-80-8, 1463481-19-7, 1437870-95-5, 1463481-37-9, 1463481-89-1, 7005-18-7, 24425-78-3, 1437749-65-9, 1437749-32-0, 1437749-75-1, 1437870-94-4, 1437769-00-0, 1463481-73-3, 1437870-97-7, 1463481-15-3, 1437870-98-8, 1463481-51-7, 1463610-76-5, 1463481-80-2, 1463481-41-5, 1463481-31-3, 1463481-27-7, 1466415-57-5",COMPOUND
LABETALOL,LABETALOL,https://pubchem.ncbi.nlm.nih.gov/compound/3869,FEATURED,36894-69-6,,COMPOUND
LACHESIS_MUTA,LACHESIS MUTA,https://pubchem.ncbi.nlm.nih.gov/compound/Lachesis%20muta%20whole,FEATURED,N/A,,COMPOUND
LACOSAMIDE,LACOSAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/219078,FEATURED,175481-36-4,,COMPOUND
LACTOBACILLUS_ACIDOPHILUS,LACTOBACILLUS ACIDOPHILUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20Acidophilus,FEATURED,68333-16-4,,COMPOUND
LACTOBACILLUS_BIFIDUS,LACTOBACILLUS BIFIDUS,https://pubchem.ncbi.nlm.nih.gov/substance/482040398,RELEVANT,N/A,,SUBSTANCE
LACTOBACILLUS_BREVIS,LACTOBACILLUS BREVIS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20brevis,FEATURED,N/A,,COMPOUND
LACTOBACILLUS_BULGARIS,LACTOBACILLUS BULGARIS,https://pubchem.ncbi.nlm.nih.gov/substance/486371530,RELEVANT,N/A,,SUBSTANCE
LACTOBACILLUS_CASEI,LACTOBACILLUS CASEI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20casei,FEATURED,68333-14-2,,COMPOUND
LACTOBACILLUS_FERMENTUM,LACTOBACILLUS FERMENTUM,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20fermentum,FEATURED,N/A,,COMPOUND
LACTOBACILLUS_GASSERI,LACTOBACILLUS GASSERI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20gasseri,FEATURED,N/A,,COMPOUND
LACTOBACILLUS_PARACASEI,LACTOBACILLUS PARACASEI,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20paracasei,FEATURED,N/A,,COMPOUND
LACTOBACILLUS_PLANTARUM,LACTOBACILLUS PLANTARUM,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20plantarum,FEATURED,N/A,,COMPOUND
LACTOBACILLUS_REUTERI,LACTOBACILLUS REUTERI,https://pubchem.ncbi.nlm.nih.gov/substance/483936743,RELEVANT,N/A,,SUBSTANCE
LACTOBACILLUS_RHAMNOSUS,LACTOBACILLUS RHAMNOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20rhamnosus,FEATURED,N/A,,COMPOUND
LACTOBACILLUS_SALIVARIUS,LACTOBACILLUS SALIVARIUS,https://pubchem.ncbi.nlm.nih.gov/compound/Lactobacillus%20salivarius,FEATURED,N/A,,COMPOUND
LACTOFERRIN,LACTOFERRIN,https://pubchem.ncbi.nlm.nih.gov/compound/84029,RELEVANT,"81103-11-9, 116836-41-0",,COMPOUND
LACTOPEROXIDASE,LACTOPEROXIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/139032673,RELEVANT,N/A,,COMPOUND
LACTOSE,LACTOSE,https://pubchem.ncbi.nlm.nih.gov/compound/6134,FEATURED,"5965-66-2, 63-42-3","35396-14-6, 89466-76-2, 1336-90-9, 200734-90-3, 36570-80-6, 396716-09-9, 16984-38-6, 1065027-17-9",COMPOUND
LACTUCA_VIROSA,LACTUCA VIROSA,https://pubchem.ncbi.nlm.nih.gov/compound/Lactuca%20Virosa,FEATURED,N/A,,COMPOUND
LACTULOSE,LACTULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/11333,FEATURED,"4618-18-2, 58166-24-8, 58166-25-9","29319-45-7, 33980-82-4, 40773-84-0, 576-08-9, 40773-84-0, 33980-82-4, 576-08-9",COMPOUND
LAGERSTROEMIA_SPECIOSA,LAGERSTROEMIA SPECIOSA,https://pubchem.ncbi.nlm.nih.gov/compound/6918774,RELEVANT,4547-24-4,,COMPOUND
LAMINARIA_JAPONICA,LAMINARIA JAPONICA,https://pubchem.ncbi.nlm.nih.gov/compound/Laminaria%20japonica,FEATURED,N/A,,COMPOUND
LAMIVUDINE,LAMIVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/60825,FEATURED,134678-17-4,"480434-79-5, 1117764-41-6",COMPOUND
LAMOTRIGINE,LAMOTRIGINE,https://pubchem.ncbi.nlm.nih.gov/compound/3878,FEATURED,84057-84-1,,COMPOUND
LANADELUMAB,LANADELUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Lanadelumab,FEATURED,1426055-14-2,,COMPOUND
LANREOTIDE,LANREOTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918011,FEATURED,108736-35-2,"123369-01-7, 118992-92-0",COMPOUND
LANSOPRAZOLE,LANSOPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3883,FEATURED,"103577-45-3, 138530-94-6",,COMPOUND
LANTHANUM,LANTHANUM,https://pubchem.ncbi.nlm.nih.gov/compound/23926,FEATURED,"7439-91-0, 13864-01-2, 17643-88-8","110123-48-3, 14762-71-1, 881842-02-0, 14762-71-1, 110123-48-3, 881842-02-0",COMPOUND
LAPATINIB,LAPATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/208908,FEATURED,"231277-92-2, 913989-15-8, 388082-78-8",,COMPOUND
LARONIDASE,LARONIDASE,https://pubchem.ncbi.nlm.nih.gov/compound/Laronidase,FEATURED,210589-09-6,,COMPOUND
LAROTRECTINIB,LAROTRECTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/46188928,FEATURED,1223403-58-4,,COMPOUND
LATANOPROST,LATANOPROST,https://pubchem.ncbi.nlm.nih.gov/compound/5311221,FEATURED,"130209-82-4, 155551-81-8",,COMPOUND
LATANOPROSTENE_BUNOD,LATANOPROSTENE BUNOD,https://pubchem.ncbi.nlm.nih.gov/compound/11156438,FEATURED,860005-21-6,,COMPOUND
LAURIC_ACID,LAURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3893,FEATURED,"143-07-7, 203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0","203714-07-2, 7632-48-6, 8000-62-2, 8045-27-0, 8045-27-0, 203714-07-2, 7632-48-6",COMPOUND
LAUROAMPHOACETATE,LAUROAMPHOACETATE,https://pubchem.ncbi.nlm.nih.gov/compound/71308272,RELEVANT,"156028-14-7, 68647-44-9",,COMPOUND
LAURYLSULFONIC_ACID,LAURYLSULFONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/15192,FEATURED,"1510-16-3, 3300-34-3, 38480-64-7",,COMPOUND
LAURYLSULFURIC_ACID,LAURYLSULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3423265,RELEVANT,"151-21-3, 8012-56-4","111726-87-5, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 152155-52-7, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 145269-44-9, 156108-01-9, 172826-72-1, 191490-40-1, 237743-45-2, 303179-49-9, 8048-56-4, 952092-90-9, 1000201-72-8, 1000201-73-9, 210297-21-5, 39384-36-6, 877454-24-5, 952055-37-7, 1883428-81-6, 2326507-32-6, 1000201-72-8, 1000201-73-9, 111726-87-5, 121481-64-9, 12738-53-3, 12765-21-8, 129203-37-8, 1334-67-4, 1335-72-4, 1357615-49-6, 145269-44-9, 152155-52-7, 156108-01-9, 172826-72-1, 1883428-81-6, 191490-40-1, 210297-21-5, 2326507-32-6, 237743-45-2, 303179-49-9, 39384-36-6, 51222-39-0, 57176-54-2, 58640-35-0, 61711-39-5, 64441-33-4, 74433-77-5, 8012-56-4, 8048-56-4, 877454-24-5, 952055-37-7, 952092-90-9, 64441-33-4, 237743-45-2, 1000201-73-9, 1000201-72-8, 210297-21-5, 145269-44-9, 1883428-81-6, 952055-37-7, 61711-39-5, 12765-21-8, 74433-77-5, 8048-56-4, 57176-54-2, 8012-56-4, 1334-67-4, 191490-40-1, 51222-39-0, 129203-37-8, 152155-52-7, 172826-72-1, 952092-90-9, 877454-24-5, 1335-72-4, 12738-53-3, 39384-36-6, 58640-35-0, 121481-64-9, 156108-01-9, 303179-49-9",COMPOUND
LAURYL_ETHER_SULFATES,LAURYL ETHER SULFATES,https://pubchem.ncbi.nlm.nih.gov/substance/481185764,RELEVANT,N/A,,SUBSTANCE
LAVANDULA_ANGUSTIFOLIA,LAVANDULA ANGUSTIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/483924531,RELEVANT,N/A,,SUBSTANCE
LECITHIN,LECITHIN,https://pubchem.ncbi.nlm.nih.gov/compound/5287971,FEATURED,"8002-43-5, 17708-90-6","1799810-04-0, 252035-82-8, 2649116-22-1, 2765611-50-3, 55128-59-1, 8035-17-4, 8052-43-5, 8057-53-2",COMPOUND
LEDIPASVIR,LEDIPASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/67505836,FEATURED,1256388-51-8,1350473-66-3,COMPOUND
LEFLUNOMIDE,LEFLUNOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3899,FEATURED,75706-12-6,210165-51-8,COMPOUND
LENALIDOMIDE,LENALIDOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/216326,FEATURED,191732-72-6,"346670-73-3, 443912-14-9",COMPOUND
LENTINULA_EDODES,LENTINULA EDODES,https://pubchem.ncbi.nlm.nih.gov/substance/482021156,RELEVANT,N/A,,SUBSTANCE
LENVATINIB,LENVATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/9823820,FEATURED,417716-92-8,942407-57-0,COMPOUND
LEPIDIUM_MEYENII,LEPIDIUM MEYENII,https://pubchem.ncbi.nlm.nih.gov/compound/220495,RELEVANT,5327-45-7,,COMPOUND
LEPIRUDIN,LEPIRUDIN,https://pubchem.ncbi.nlm.nih.gov/compound/118856773,FEATURED,138068-37-8,,COMPOUND
LEPTOGORGIA_VIRGULATA,LEPTOGORGIA VIRGULATA,https://pubchem.ncbi.nlm.nih.gov/taxonomy/37508,RELEVANT,N/A,,N/A
LESINURAD,LESINURAD,https://pubchem.ncbi.nlm.nih.gov/compound/53465279,FEATURED,"878672-00-5, 1890222-25-9, 1890222-26-0",,COMPOUND
LETERMOVIR,LETERMOVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45138674,FEATURED,917389-32-3,,COMPOUND
LETROZOLE,LETROZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3902,FEATURED,112809-51-5,,COMPOUND
LEUCINE,LEUCINE,https://pubchem.ncbi.nlm.nih.gov/compound/6106,FEATURED,"61-90-5, 21675-61-6, 71000-80-1",7005-03-0,COMPOUND
LEUPRORELIN,LEUPRORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/657181,FEATURED,53714-56-0,"72648-87-4, 102586-10-7",COMPOUND
LEVACETYLMETHADOL,LEVACETYLMETHADOL,https://pubchem.ncbi.nlm.nih.gov/compound/15130,FEATURED,1477-40-3,34433-66-4,COMPOUND
LEVAMISOLE,LEVAMISOLE,https://pubchem.ncbi.nlm.nih.gov/compound/26879,FEATURED,14769-73-4,53096-13-2,COMPOUND
LEVETIRACETAM,LEVETIRACETAM,https://pubchem.ncbi.nlm.nih.gov/compound/5284583,FEATURED,102767-28-2,,COMPOUND
LEVMETAMFETAMINE,LEVMETAMFETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/36604,FEATURED,33817-09-3,,COMPOUND
LEVOBUNOLOL,LEVOBUNOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/39468,FEATURED,47141-42-4,,COMPOUND
LEVOBUPIVACAINE,LEVOBUPIVACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/92253,FEATURED,27262-47-1,,COMPOUND
LEVOCABASTINE,LEVOCABASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/54385,FEATURED,"79449-98-2, 79516-68-0",,COMPOUND
LEVOCARNITINE,LEVOCARNITINE,https://pubchem.ncbi.nlm.nih.gov/compound/10917,FEATURED,541-15-1,7634-98-2,COMPOUND
LEVOCETIRIZINE,LEVOCETIRIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/1549000,FEATURED,130018-77-8,,COMPOUND
LEVODOPA,LEVODOPA,https://pubchem.ncbi.nlm.nih.gov/compound/6047,FEATURED,59-92-7,"23734-74-9, 25525-15-9, 34241-25-3, 72572-99-7, 72573-00-3, 88250-23-1, 90638-38-3, 23734-74-9, 72572-99-7, 88250-23-1, 72573-00-3, 25525-15-9, 90638-38-3, 34241-25-3",COMPOUND
LEVOFLOXACIN,LEVOFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/149096,FEATURED,100986-85-4,,COMPOUND
LEVOMEFOLIC_ACID,LEVOMEFOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/135398561,FEATURED,31690-09-2,150950-03-1,COMPOUND
LEVOMENOL,LEVOMENOL,https://pubchem.ncbi.nlm.nih.gov/compound/442343,FEATURED,"23089-26-1, 515-69-5","101467-45-2, 21090-60-8, 25428-43-7, 63601-23-0, 67375-41-1",COMPOUND
LEVOMENTHOL,LEVOMENTHOL,https://pubchem.ncbi.nlm.nih.gov/compound/16666,FEATURED,"89-78-1, 2216-51-5, 98167-53-4, 15356-70-4","15356-70-4, 98167-53-4, 95650-44-5, 95650-44-5, 98167-53-4, 95650-44-5",COMPOUND
LEVOMILNACIPRAN,LEVOMILNACIPRAN,https://pubchem.ncbi.nlm.nih.gov/compound/6917779,FEATURED,96847-54-0,,COMPOUND
LEVONORGESTREL,LEVONORGESTREL,https://pubchem.ncbi.nlm.nih.gov/compound/Levonorgestrel,FEATURED,797-63-7,"797-62-6, 121714-72-5, 4222-79-1",COMPOUND
LEVORPHANOL,LEVORPHANOL,https://pubchem.ncbi.nlm.nih.gov/compound/5359272,FEATURED,"297-90-5, 77-07-6",125-74-6,COMPOUND
LEVOSALBUTAMOL,LEVOSALBUTAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/123600,FEATURED,34391-04-3,,COMPOUND
LEVOTHYROXINE_SODIUM,LEVOTHYROXINE SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23666112,FEATURED,"55-03-8, 25416-65-3","67809-22-7, 50809-32-0, 50809-32-0, 67809-22-7",COMPOUND
LIDOCAINE,LIDOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/3676,FEATURED,137-58-6,"8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8",COMPOUND
LIFITEGRAST,LIFITEGRAST,https://pubchem.ncbi.nlm.nih.gov/compound/11965427,FEATURED,1025967-78-5,"915397-62-5, 1356856-75-1",COMPOUND
LIMONENE,LIMONENE,https://pubchem.ncbi.nlm.nih.gov/compound/22311,FEATURED,"138-86-3, 5989-27-5, 7705-14-8, 65996-98-7, 8016-20-4, 9003-73-0","555-08-8, 7705-14-8, 8022-90-0, 8050-32-6, 8022-90-0, 8050-32-6, 555-08-8, 7705-14-8, 7705-14-8",COMPOUND
LINACLOTIDE,LINACLOTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16158208,FEATURED,851199-59-2,,COMPOUND
LINAGLIPTIN,LINAGLIPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/10096344,FEATURED,668270-12-0,,COMPOUND
LINALOOL,LINALOOL,https://pubchem.ncbi.nlm.nih.gov/compound/6549,FEATURED,"78-70-6, 22564-99-4","11024-20-7, 22564-99-4, 22564-99-4",COMPOUND
LINCOMYCIN,LINCOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3000540,FEATURED,154-21-2,"12768-69-3, 16977-76-7",COMPOUND
LINDANE,LINDANE,https://pubchem.ncbi.nlm.nih.gov/compound/Lindane,FEATURED,58-89-9,"25897-48-7, 53529-37-6, 55963-79-6, 8007-42-9, 8073-23-2, 53529-37-6, 25897-48-7, 8073-23-2, 55963-79-6",COMPOUND
LINEZOLID,LINEZOLID,https://pubchem.ncbi.nlm.nih.gov/compound/441401,FEATURED,165800-03-3,,COMPOUND
LINOLEIC_ACID,LINOLEIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5280450,FEATURED,"60-33-3, 6144-28-1, 506-21-8, 2197-37-7, 80969-37-5, 8024-22-4","8024-22-4, 949900-18-9, 949900-18-9",COMPOUND
LINOLENIC_ACID,LINOLENIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5280934,FEATURED,463-40-1,,COMPOUND
LINUM_USITATISSIMUM,LINUM USITATISSIMUM,https://pubchem.ncbi.nlm.nih.gov/substance/482028606,RELEVANT,N/A,,SUBSTANCE
LIOTHYRONINE,LIOTHYRONINE,https://pubchem.ncbi.nlm.nih.gov/compound/5920,FEATURED,"15785-49-6, 6893-02-3","57164-27-9, 7013-53-8",COMPOUND
LIPASE,LIPASE,https://pubchem.ncbi.nlm.nih.gov/compound/1369,FEATURED,82-76-8,54784-66-6,COMPOUND
LIPIDES,LIPIDES,https://pubmed.ncbi.nlm.nih.gov/13673140,RELEVANT,N/A,,N/A
LIPIDS,LIPIDS,https://pubchem.ncbi.nlm.nih.gov/compound/222,RELEVANT,7664-41-7,"208990-07-2, 214478-05-4, 8007-57-6, 558443-52-0, 1026405-88-8, 1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 558443-52-0, 208990-07-2, 214478-05-4, 8007-57-6, 8007-57-6",COMPOUND
LIP_PROTECTANTS,LIP PROTECTANTS,https://pubmed.ncbi.nlm.nih.gov/1512743,RELEVANT,N/A,,N/A
LIRAGLUTIDE,LIRAGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16134956,FEATURED,204656-20-2,,COMPOUND
LISDEXAMFETAMINE,LISDEXAMFETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/11597698,FEATURED,608137-32-2,,COMPOUND
LISINOPRIL,LISINOPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5362119,FEATURED,"76547-98-3, 77726-95-5, 83915-83-7",,COMPOUND
LISSAMINE_GREEN,LISSAMINE GREEN,https://pubchem.ncbi.nlm.nih.gov/compound/5182671,FEATURED,11096-63-2,,COMPOUND
LITHIUM,LITHIUM,https://pubchem.ncbi.nlm.nih.gov/compound/3028194,FEATURED,7439-93-2,,COMPOUND
LITHIUM_MAGNESIUM_SODIUM,LITHIUM MAGNESIUM SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/71587168,RELEVANT,53320-86-8,"37320-77-7, 37320-78-8, 54747-74-9, 56592-17-7, 59764-40-8, 61090-20-8",COMPOUND
LIVER,LIVER,https://pubchem.ncbi.nlm.nih.gov/source/15404,FEATURED,N/A,,N/A
LIXISENATIDE,LIXISENATIDE,https://pubchem.ncbi.nlm.nih.gov/compound/90472060,FEATURED,320367-13-3,827033-10-3,COMPOUND
LOBARIA_PULMONARIA,LOBARIA PULMONARIA,https://pubchem.ncbi.nlm.nih.gov/compound/Lobaria%20pulmonaria,FEATURED,90063-60-8,,COMPOUND
LOBELIA_INFLATA,LOBELIA INFLATA,https://pubchem.ncbi.nlm.nih.gov/compound/Lobelia%20Inflata,FEATURED,N/A,,COMPOUND
LODOXAMIDE,LODOXAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/44564,FEATURED,53882-12-5,,COMPOUND
LOFEXIDINE,LOFEXIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/30668,FEATURED,31036-80-3,,COMPOUND
LOLIUM_PERENNE,LOLIUM PERENNE,https://pubchem.ncbi.nlm.nih.gov/compound/Lolium%20perenne%20Pollen,FEATURED,N/A,,COMPOUND
LOMEFLOXACIN,LOMEFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/3948,FEATURED,98079-51-7,,COMPOUND
LOMITAPIDE,LOMITAPIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9853053,FEATURED,182431-12-5,"202833-31-6, 210823-48-6",COMPOUND
LOMUSTINE,LOMUSTINE,https://pubchem.ncbi.nlm.nih.gov/compound/3950,FEATURED,13010-47-4,,COMPOUND
LONICERA,LONICERA,https://pubchem.ncbi.nlm.nih.gov/compound/5280633,RELEVANT,906-33-2,,COMPOUND
LONOCTOCOG_ALFA,LONOCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Lonoctocog%20Alfa,FEATURED,1388129-63-2,,COMPOUND
LOPERAMIDE,LOPERAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3955,FEATURED,53179-11-6,,COMPOUND
LOPINAVIR,LOPINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/92727,FEATURED,192725-17-0,,COMPOUND
LORACARBEF,LORACARBEF,https://pubchem.ncbi.nlm.nih.gov/compound/5284585,FEATURED,76470-66-1,,COMPOUND
LORANTHUS_PARASITICUS,LORANTHUS PARASITICUS,https://pubchem.ncbi.nlm.nih.gov/substance/482020711,RELEVANT,N/A,,SUBSTANCE
