Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS
ORLISTAT,SERMORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/16132413,N/A,N/A
ORNIDAZOLE,SEROTONIN,https://pubchem.ncbi.nlm.nih.gov/compound/5761,122-18-9,"60484-28-8, 89004-36-4, 52628-07-6, 52628-07-6, 60484-28-8, 89004-36-4, 52628-07-6, 60484-28-8"
ORPHENADRINE,SERTACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/65863,83881-51-0,N/A
OSELTAMIVIR,SERTRALINE,https://pubchem.ncbi.nlm.nih.gov/compound/68617,10182-92-0,N/A
OSIMERTINIB,SESAMUM ORIENTALE,https://pubchem.ncbi.nlm.nih.gov/substance/482022340,120287-85-6,N/A
OSPEMIFENE,SEVELAMER,https://pubchem.ncbi.nlm.nih.gov/compound/7835,N/A,N/A
OTHERS,SEVOFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/5206,123-03-5,"136499-13-3, 27841-61-8, 951742-58-8, 50958-35-5, 2266591-56-2, 136499-13-3, 2266591-56-2, 2745197-72-0, 27841-61-8, 50958-35-5, 951742-58-8, 27841-61-8, 951742-58-8, 136499-13-3"
OTHER_BLOOD_TESTS,SHARK CARTILAGE,https://pubchem.ncbi.nlm.nih.gov/compound/21873177,107233-08-9,N/A
OTHER_CLEANSING_AGENTS,SIAM BENZOIN,https://pubchem.ncbi.nlm.nih.gov/compound/8400,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
OTHER_CONTACT_LENS_SOLUTIONS,SIBUTRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/5210,N/A,N/A
OTHER_FOOT_PREPARATIONS,SILDENAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/795,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6"
OTHER_ORAL_HYGIENE_PREPARATIONS,SILICONE OIL,https://pubchem.ncbi.nlm.nih.gov/compound/5461123,302-17-0,109128-19-0
OTHER_TESTS,SILICON DIOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/24261,305-03-3,N/A
OUABAIN,SILODOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5312125,56-75-7,"137731-90-9, 15313-32-3, 55172-72-0, 59112-59-3, 85666-84-8, 85666-84-8, 15313-32-3, 55172-72-0, 137731-90-9, 59112-59-3"
OVALBUMIN,SILTUXIMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101850,82-93-9,N/A
OVULATION_TEST,SILVER,https://pubchem.ncbi.nlm.nih.gov/compound/785,58-25-3,N/A
OXACILLIN,SILYBUM MARIANUM,https://pubchem.ncbi.nlm.nih.gov/substance/483935031,N/A,N/A
OXALIC_ACID,SIMEPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/24873435,55-56-1,"111883-36-4, 328933-19-3, 1520991-69-8, 111883-36-4, 1520991-69-8, 328933-19-3, 111883-36-4, 328933-19-3"
OXALIPLATIN,SIMETICONE,https://pubchem.ncbi.nlm.nih.gov/compound/6433516,50-29-3,1081843-15-3
OXANDROLONE,SIMOCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483926301,51-75-2,N/A
OXAPROZIN,SIMVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/54454,67-64-1,N/A
OXAZEPAM,SINCALIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9833444,107-06-2,52399-93-6
OXCARBAZEPINE,SINECATECHINS,https://pubchem.ncbi.nlm.nih.gov/substance/483926591,8002-43-5,"1799810-04-0, 252035-82-8, 2649116-22-1, 2765611-50-3, 55128-59-1, 8035-17-4, 8052-43-5, 8057-53-2"
OXEDRINE,SIPULEUCEL-T,https://pubchem.ncbi.nlm.nih.gov/substance/481101851,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8"
OXICONAZOLE,SIROLIMUS,https://pubchem.ncbi.nlm.nih.gov/compound/5284616,N/A,N/A
OXIDISED_CELLULOSE,SITAGLIPTIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369359,133-16-4,N/A
OXIGLUTATIONE,SKIN LOTION,https://pubchem.ncbi.nlm.nih.gov/compound/702,54-05-7,56598-66-4
OXITRIPTAN,SKIN TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/454531,58-94-6,N/A
OXYBENZONE,SLIMMING PREPARATIONS,https://pubmed.ncbi.nlm.nih.gov/22171527,89-68-9,N/A
OXYBUPROCAINE,SMILAX MEDICA,https://pubchem.ncbi.nlm.nih.gov/substance/482019610,130-26-7,"22112-03-4, 736176-41-3, 736176-41-3"
OXYBUTYNIN,SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/3423265,88-04-0,N/A
OXYCHLOROSENE,SODIUM AMIDOTRIZOATE,https://pubchem.ncbi.nlm.nih.gov/compound/2140,132-22-9,"42882-96-2, 46970-45-0"
OXYCODONE,SODIUM OXYBATE,https://pubchem.ncbi.nlm.nih.gov/compound/10413,104-29-0,N/A
OXYMETAZOLINE,SOFOSBUVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45375808,34468-21-8,N/A
OXYMETHOLONE,SOFT LENS SOLUTIONS,https://pubchem.ncbi.nlm.nih.gov/compound/3776,94-20-2,N/A
OXYMORPHONE,SOFT SOAP,https://pubchem.ncbi.nlm.nih.gov/compound/5564,77-36-1,N/A
OXYTETRACYCLINE,SOLIDAGO VIRGAUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483934056,95-25-0,32850-84-3
OXYTOCIN,SOLIFENACIN,N/A,57-88-5,"209124-38-9, 218965-24-3, 80356-14-5, 262418-13-3, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-33-8, 849593-11-9, 856708-55-9, 2016865-06-6, 2363129-31-9, 71539-33-8, 2016865-06-6, 209124-38-9, 218965-24-3, 2363129-31-9, 262418-13-3, 2760344-17-8, 2761910-55-6, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9, 849593-11-9, 262418-13-3, 80356-14-5, 793670-51-6, 732297-95-9, 676322-57-9, 378185-03-6, 209124-38-9, 218965-24-3, 80356-33-8, 856708-55-9"
P-AMINOBENZOIC_ACID,SOMATREM,https://pubchem.ncbi.nlm.nih.gov/substance/7980637,N/A,N/A
P-ANISIC_ACID,SOMATROPIN,https://pubchem.ncbi.nlm.nih.gov/compound/16137828,N/A,N/A
P-HYDROXYBENZOIC_ACID,SONIDEGIB,https://pubchem.ncbi.nlm.nih.gov/compound/24775005,856676-23-8,1034151-05-7
P-PENTYLOXYPHENOL,SORAFENIB,https://pubchem.ncbi.nlm.nih.gov/compound/216239,58-55-9,"46157-00-0, 56645-32-0, 75448-53-2, 111079-49-3, 1024160-72-2, 1024160-72-2, 111079-49-3, 46157-00-0, 56645-32-0, 75448-53-2, 46157-00-0, 111079-49-3, 75448-53-2"
P-PHENOLSULFONIC_ACID,SORBIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/643460,N/A,N/A
PACLITAXEL,SORBINICATE,https://pubchem.ncbi.nlm.nih.gov/compound/3058386,24967-94-0,"9045-59-4, 9083-19-6, 11120-35-7, 11129-22-9, 11129-23-0, 177697-01-7, 42616-56-8"
PADIMATE_O,SORBITAN,https://pubchem.ncbi.nlm.nih.gov/compound/443314,N/A,N/A
PALBOCICLIB,SORBITAN OLEATE,https://pubchem.ncbi.nlm.nih.gov/compound/5385498,N/A,N/A
PALIFERMIN,SORBITOL,https://pubchem.ncbi.nlm.nih.gov/compound/5780,9002-61-3,N/A
PALIPERIDONE,SOTALOL,https://pubchem.ncbi.nlm.nih.gov/compound/66245,7778-50-9,N/A
PALIPERIDONE_PALMITATE,SOYA ISOFLAVONES,https://pubchem.ncbi.nlm.nih.gov/substance/375085788,480-40-0,N/A
PALIVIZUMAB,SOYA LECITHIN,https://pubchem.ncbi.nlm.nih.gov/compound/16213884,126544-47-6,141845-82-1
PALMARIA_PALMATA,SPARFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/60464,29342-05-0,N/A
PALMITIC_ACID,SPECIAL DIET PREPARATIONS,https://pubmed.ncbi.nlm.nih.gov/23544419,59865-13-3,"104250-72-8, 56645-58-0, 55126-45-9, 223528-56-1"
PALONOSETRON,SPECTINOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/15541,113852-37-2,N/A
PAMABROM,SPIGELIA ANTHELMIA,https://pubchem.ncbi.nlm.nih.gov/substance/483933350,141-79-7,N/A
PAMIDRONIC_ACID,SPINOSAD,https://pubchem.ncbi.nlm.nih.gov/compound/443059,73963-72-1,89332-50-3
PANAX_GINSENG,SPIRONOLACTONE,https://pubchem.ncbi.nlm.nih.gov/compound/5833,51481-61-9,N/A
PANAX_QUINQUEFOLIUS,SPIRULINA,https://pubchem.ncbi.nlm.nih.gov/compound/445639,N/A,N/A
PANCREAS,SQUALANE,https://pubchem.ncbi.nlm.nih.gov/compound/638072,226256-56-0,N/A
PANCREATIN,SQUALENE,https://pubchem.ncbi.nlm.nih.gov/compound/638072,85-79-0,N/A
PANCRELIPASE,SQUALUS CARCHORIOUS,N/A,470-67-7,21499-90-1
PANCURONIUM,SQUARIC ACID DIBUTYL ESTER,https://pubchem.ncbi.nlm.nih.gov/compound/65108,N/A,N/A
PANITUMUMAB,STANOZOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/25249,90-86-8,N/A
PANOBINOSTAT,STARCH,https://pubchem.ncbi.nlm.nih.gov/compound/75000656,N/A,N/A
PANTETHINE,STAVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5789,97-53-0,N/A
PANTHENOL,STEARIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5281,N/A,N/A
PANTOPRAZOLE,STEARIN,https://pubchem.ncbi.nlm.nih.gov/compound/24699,N/A,N/A
PANTOTHENIC_ACID,STELLARIA MEDIA,https://pubchem.ncbi.nlm.nih.gov/substance/482019292,28657-80-9,N/A
PAPAIN,STEPHANIA SINICA,https://pubchem.ncbi.nlm.nih.gov/substance/482020086,104-28-9,1322-65-2
PAPAVERINE,STERCULIA GUM,https://pubchem.ncbi.nlm.nih.gov/substance/482029710,85721-33-1,"1234562-12-9, 189257-90-7"
PARACETAMOL,STEVIA REBAUDIANA,https://pubchem.ncbi.nlm.nih.gov/compound/6918840,81098-60-4,86718-68-5
PARAFFIN_OIL,STEVIOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/442089,96946-42-8,N/A
PARATHYROID_HORMONE,STIGMASTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5280794,26035-31-4,14283-03-5
PARICALCITOL,STOMACH,https://pubchem.ncbi.nlm.nih.gov/compound/10112,N/A,N/A
PARITAPREVIR,STREPTOCOCCUS THERMOPHILUS,https://pubchem.ncbi.nlm.nih.gov/substance/482020230,128196-01-0,N/A
PAROMOMYCIN,STREPTOKINASE,N/A,987-78-0,N/A
PAROXETINE,STREPTOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/19649,77-92-9,"12262-73-6, 43136-35-2, 245654-34-6, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 1192555-95-5, 136108-93-5, 2023788-69-2, 1192555-95-5, 12262-73-6, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 2023788-69-2, 245654-34-6, 856568-15-5, 896506-46-0, 43136-35-2, 878903-72-1, 623158-96-3, 136108-93-5, 906507-37-7, 1192555-95-5, 890704-54-8"
PASIREOTIDE,STREPTONIAZID,https://pubchem.ncbi.nlm.nih.gov/compound/5775954,106-23-0,26489-02-1
PASSIFLORA_INCARNATA,STREPTOZOCIN,https://pubchem.ncbi.nlm.nih.gov/compound/29327,372-75-8,N/A
PATIROMER_CALCIUM,STRONTIUM,https://pubchem.ncbi.nlm.nih.gov/compound/24599,N/A,N/A
PATISIRAN,STRONTIUM (SR89),https://pubmed.ncbi.nlm.nih.gov/13348404,N/A,N/A
PAULLINIA_CUPANA,STRYCHNOS NUX-VOMICA,https://pubchem.ncbi.nlm.nih.gov/substance/483928839,N/A,N/A
PAZOPANIB,SUBTILISIN,https://pubchem.ncbi.nlm.nih.gov/compound/92174084,N/A,N/A
PECTIN,SUCCIMER,https://pubchem.ncbi.nlm.nih.gov/compound/2724354,N/A,N/A
PEGADEMASE,SUCCINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/1110,N/A,N/A
PEGAPTANIB,SUCRALFATE,https://pubchem.ncbi.nlm.nih.gov/compound/121494085,N/A,N/A
PEGASPARGASE,SUCRALOSE,https://pubchem.ncbi.nlm.nih.gov/compound/71485,4291-63-8,24757-90-2
PEGFILGRASTIM,SUCROFERRIC OXYHYDROXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/91663255,N/A,N/A
PEGINESATIDE,SUCROSE,https://pubchem.ncbi.nlm.nih.gov/compound/5988,N/A,N/A
PEGINTERFERON_ALFA-2A,SUFENTANIL,https://pubchem.ncbi.nlm.nih.gov/compound/41693,26787-78-0,"81030-75-3, 33911-69-2, 71447-36-4, 1236363-38-4, 81030-75-3, 71447-36-4, 1236363-38-4"
PEGINTERFERON_ALFA-2B,SUGAMMADEX,https://pubchem.ncbi.nlm.nih.gov/compound/6918585,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8"
PEGINTERFERON_BETA-1A,SULBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/11082,15686-51-8,N/A
PEGLOTICASE,SULCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/65495,N/A,N/A
PEGVALIASE,SULFABENZAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2331,3485-62-9,N/A
PEGVISOMANT,SULFACETAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,154-21-2,"12768-69-3, 16977-76-7"
PELARGONIUM_SIDOIDES,SULFADIAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,130-26-7,"22112-03-4, 736176-41-3, 736176-41-3"
PEMBROLIZUMAB,SULFADOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/17134,22316-47-8,N/A
PEMETREXED,SULFAFURAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5344,25122-41-2,N/A
PEMIROLAST,SULFAMETHIZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5328,34097-16-0,51434-44-7
PEMOLINE,SULFAMETHOXAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,123318-82-1,N/A
PENBUTOLOL,SULFANILAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5333,2030-63-9,N/A
PENCICLOVIR,SULFAPYRIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/5336,791-35-5,N/A
PENICILLAMINE,SULFASALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/338,637-07-0,N/A
PENICILLIN_G,SULFATHIAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/5340,15690-57-0,96189-16-1
PENICILLIN_V,SULFINPYRAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/5342,303-49-1,83162-38-3
PENTAFLUOROPROPANE,SULFOGAIACOL,https://pubchem.ncbi.nlm.nih.gov/compound/4874,1622-61-3,106955-87-7
PENTAMIDINE,SULFUR,https://pubchem.ncbi.nlm.nih.gov/compound/5455,4205-90-7,57066-25-8
PENTANE-1-5-DIOL,SULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/3423265,113665-84-2,N/A
PENTAZOCINE,SULFUR HEXAFLUORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/17358,23887-31-2,"20432-69-3, 28425-34-5, 149128-42-7, 28425-34-5"
PENTETIC_ACID,SULINDAC,https://pubchem.ncbi.nlm.nih.gov/compound/1548887,N/A,N/A
PENTETRAZOLE,SULPHAN BLUE,https://pubchem.ncbi.nlm.nih.gov/compound/8507,N/A,N/A
PENTOBARBITAL,SUMATRA BENZOIN,https://pubchem.ncbi.nlm.nih.gov/substance/482019683,23593-75-1,117829-71-7
PENTOSAN_POLYSULFATE_SODIUM,SUMATRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/5358,61-72-3,"50763-55-8, 8056-79-9"
PENTOSTATIN,SUNITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/5329102,130-16-5,N/A
PENTOXIFYLLINE,SUN SCREEN LOTIONS/CREAMS,N/A,5786-21-0,1333667-72-3
PENTOXYVERINE,SUN TAN LOTIONS/CREAMS,N/A,N/A,N/A
PEPSIN,SUPROFEN,https://pubchem.ncbi.nlm.nih.gov/compound/5359,129-00-0,76165-23-6
PEPTONE,SUSOCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483926370,N/A,N/A
PERAMIVIR,SUVOREXANT,https://pubchem.ncbi.nlm.nih.gov/compound/24965990,13870-90-1,N/A
PERAMPANEL,SUXAMETHONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5314,1004316-88-4,N/A
PERBORIC_ACID,SYMPHYTUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/483932856,934660-93-2,1029872-29-4
PERFLUTREN,SYNTHETIC SPONGE,https://pubchem.ncbi.nlm.nih.gov/substance/135343300,50-36-2,N/A
PERGOLIDE,SYSTEMIC ANALGESICS,https://pubchem.ncbi.nlm.nih.gov/compound/16229,N/A,N/A
PERILLA_FRUTESCENS,SYZYGIUM AROMATICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037027,154-87-0,"55056-45-6, 74992-00-0, 902463-63-2, 902463-63-2, 55056-45-6"
PERINDOPRIL,TACRINE,https://pubchem.ncbi.nlm.nih.gov/compound/1935,124-87-8,N/A
PERMETHRIN,TACROLIMUS,https://pubchem.ncbi.nlm.nih.gov/compound/445643,N/A,N/A
PEROXIDASE,TADALAFIL,https://pubchem.ncbi.nlm.nih.gov/compound/110635,58-08-2,"71701-02-5, 95789-13-2, 95789-13-2, 71701-02-5"
PERPHENAZINE,TAFENOQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/115358,N/A,N/A
PERSEA_GRATISSIMA,TAFLUPROST,https://pubchem.ncbi.nlm.nih.gov/compound/9868491,107-21-1,"37221-95-7, 71767-64-1, 1371582-33-0, 2088100-90-5, 849688-22-8, 1371582-33-0, 2088100-90-5, 37221-95-7, 71767-64-1, 71767-64-1, 37221-95-7"
PERTUZUMAB,TAGRAXOFUSP,https://pubchem.ncbi.nlm.nih.gov/substance/481101858,N/A,N/A
PERU_BALSAM,TALAZOPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/135565082,N/A,N/A
PETASITES_HYBRIDUS,TALC,https://pubchem.ncbi.nlm.nih.gov/compound/16211421,N/A,N/A
PETASITES_OFFICINALIS,TALIGLUCERASE ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/481101859,N/A,N/A
PETHIDINE,TALIMOGENE LAHERPAREPVEC,https://pubchem.ncbi.nlm.nih.gov/substance/481101860,64-86-8,"30512-31-3, 5843-86-7, 30512-31-3"
PETROLEUM_CYCLIC_AROMATIC_HYDROCARBONS,TAMOXIFEN,https://pubchem.ncbi.nlm.nih.gov/compound/2733526,67-97-0,"8024-19-9, 8050-67-7, 8050-67-7"
PHASEOLUS_VULGARIS,TAMSULOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/129211,182815-44-7,N/A
PHENAZONE,TANACETUM PARTHENIUM,https://pubchem.ncbi.nlm.nih.gov/substance/482018643,106-89-8,"109351-74-8, 13403-37-7, 36250-81-4, 9009-12-5, 61630-87-3, 209008-81-1, 209008-82-2, 95522-44-4, 117277-19-7, 1286163-93-6, 95522-43-3, 2232867-15-9, 2480253-11-8, 36250-81-4, 109351-74-8, 13403-37-7"
PHENAZOPYRIDINE,TANNIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/16129778,100-42-5,"79637-11-9, 1161074-30-1, 1198090-46-8, 1453489-93-4, 1646200-96-5, 2015955-51-6, 2351150-23-5, 2576469-81-1, 1161074-30-1, 1198090-46-8, 1453489-93-4, 1646200-96-5, 2015955-51-6, 2351150-23-5, 2576469-81-1, 2706608-32-2, 79637-11-9, 79637-11-9, 1198090-46-8, 1453489-93-4"
PHENDIMETRAZINE,TANNIN(S),https://pubmed.ncbi.nlm.nih.gov/34679938,66575-29-9,"72569-68-7, 64657-11-0"
PHENELZINE,TAPENTADOL,https://pubchem.ncbi.nlm.nih.gov/compound/9838022,63-89-8,875249-75-5
PHENETHYLAMINE,TAR,https://pubchem.ncbi.nlm.nih.gov/compound/931,1066-17-7,N/A
PHENINDAMINE,TARAXACUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/483933011,38396-39-3,2180-92-9
PHENIRAMINE,TARTARIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/444305,2429-74-5,"120146-64-7, 51568-94-6, 95032-75-0, 51568-94-6, 95032-75-0"
PHENOBARBITAL,TARTRAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/164825,955089-04-0,N/A
PHENOL,TASIMELTEON,https://pubchem.ncbi.nlm.nih.gov/compound/10220503,N/A,N/A
PHENOLPHTHALEIN,TAURINE,https://pubchem.ncbi.nlm.nih.gov/compound/1123,18409-15-9,N/A
PHENOXYBENZAMINE,TAUROCHOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6675,N/A,N/A
PHENTERMINE,TAVABOROLE,https://pubchem.ncbi.nlm.nih.gov/compound/11499245,N/A,N/A
PHENTOLAMINE,TAZAROTENE,https://pubchem.ncbi.nlm.nih.gov/compound/5381,N/A,N/A
PHENYLALANINE,TAZOBACTAM,https://pubchem.ncbi.nlm.nih.gov/compound/43672,N/A,N/A
PHENYLBUTYRATE,TEAR TEST,https://pubchem.ncbi.nlm.nih.gov/compound/23973,N/A,N/A
PHENYLEPHRINE,TECHNETIUM (99MTC) APCITIDE,https://pubchem.ncbi.nlm.nih.gov/compound/72941734,N/A,N/A
PHENYLETHYLACETIC_ACID,TECHNETIUM (99MTC) DEPREOTIDE,https://pubchem.ncbi.nlm.nih.gov/substance/103771345,168626-94-6,N/A
PHENYLMETHYLSILICON,TEDIZOLID,https://pubchem.ncbi.nlm.nih.gov/compound/11476460,N/A,N/A
PHENYLPROPANOLAMINE,TEDUGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16139605,69-72-7,"7681-06-3, 8052-31-1, 1186130-36-8, 1186130-36-8, 7681-06-3, 8052-31-1, 8052-31-1, 1186130-36-8"
PHENYLTOLOXAMINE,TEGASEROD,https://pubchem.ncbi.nlm.nih.gov/compound/135409453,1032568-63-0,N/A
PHENYTOIN,TELAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/3010818,149-30-4,"112242-83-8, 119170-41-1, 12640-90-3, 4464-58-8, 55199-93-4, 81605-65-4, 1321-08-0, 2213445-86-2, 885216-62-6, 112242-83-8, 119170-41-1, 12640-90-3, 1321-08-0, 2213445-86-2, 4464-58-8, 55199-93-4, 81605-65-4, 885216-62-6, 12640-90-3, 1321-08-0, 55199-93-4, 119170-41-1, 112242-83-8, 4464-58-8"
PHLEUM_PRATENSE,TELAVANCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3081362,829-74-3,"13725-11-6, 16906-83-5, 34535-70-1"
PHOENIX_DACTYLIFERA,TELBIVUDINE,https://pubchem.ncbi.nlm.nih.gov/compound/159269,N/A,N/A
PHOSPHATIDYLETHANOLAMINE,TELITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/3002190,N/A,N/A
PHOSPHATIDYL_SERINE,TELMESTEINE,https://pubchem.ncbi.nlm.nih.gov/compound/65946,N/A,N/A
PHOSPHOLIPIDS,TELMISARTAN,https://pubchem.ncbi.nlm.nih.gov/compound/65999,79804-71-0,178359-01-8
PHOSPHORIC_ACID,TELOTRISTAT ETIPRATE,https://pubchem.ncbi.nlm.nih.gov/compound/25181577,9002-60-2,11002-79-2
PHOSPHORUS,TEMAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/4616,53-03-2,68-59-7
PHYLLANTHUS_EMBLICA,TEMOZOLOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5394,N/A,N/A
PHYSETER_MACROCEPHALUS,TEMPORARY FILLING,https://pubmed.ncbi.nlm.nih.gov/33593339,N/A,N/A
PHYSOSTIGMINE,TEMSIROLIMUS,https://pubchem.ncbi.nlm.nih.gov/compound/6918289,90-05-1,N/A
PHYTIC_ACID,TENECTEPLASE,https://pubchem.ncbi.nlm.nih.gov/substance/440790952,N/A,N/A
PHYTOLACCA,TENIPOSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/452548,N/A,N/A
PHYTOMENADIONE,TENOFOVIR ALAFENAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9574768,57-00-1,2087491-49-2
PHYTOSPHINGOSINE,TENOFOVIR DISOPROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/6398764,60-27-5,N/A
PHYTOSTEROLS_(UNSPECIFIED),TERAZOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/4893,90-05-1,N/A
PIBRENTASVIR,TERBINAFINE,https://pubchem.ncbi.nlm.nih.gov/compound/1549008,906673-24-3,"1187189-21-4, 1073669-75-6"
PICOLINIC_ACID,TERBUTALINE,https://pubchem.ncbi.nlm.nih.gov/compound/5403,877399-52-5,912279-98-2
PICOSULFURIC_ACID,TERCONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/441383,N/A,N/A
PICRORRHIZA_KURROA,TERFENADINE,https://pubchem.ncbi.nlm.nih.gov/compound/3348,16110-51-3,N/A
PIDOLIC_ACID,TERIFLUNOMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/54684141,N/A,N/A
PILOCARPINE,TERIPARATIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16133850,124236-29-9,N/A
PILOCARPUS_JABORANDI,TERMINALIA CHEBULA,https://pubchem.ncbi.nlm.nih.gov/substance/482017792,76-14-2; 1320-37-2(mixedisomers),N/A
PIMAVANSERIN,TERPIN HYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/17141,N/A,N/A
PIMECROLIMUS,TESAMORELIN,https://pubchem.ncbi.nlm.nih.gov/compound/16137828,472-70-8,N/A
PIMOBENDAN,TESTOLACTONE,https://pubchem.ncbi.nlm.nih.gov/compound/13769,548-62-9,"23355-47-7, 7077-31-8, 7077-31-8"
PIMOZIDE,TESTOSTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6013,N/A,N/A
PIMPINELLA_ANISUM,TETANUS TOXIN NOSODE,https://pubchem.ncbi.nlm.nih.gov/substance/483932271,N/A,N/A
PINDOLOL,TETRABENAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/6018,N/A,N/A
PINUS_MUGO_PUMILIO,TETRACAINE,https://pubchem.ncbi.nlm.nih.gov/compound/978,458-37-7,"15845-47-3, 33171-04-9, 73729-23-4, 79257-48-0, 91884-86-5, 2103286-06-0, 15845-47-3, 2103286-06-0, 33171-04-9, 73729-23-4, 79257-48-0, 91884-86-5, 73729-23-4, 33171-04-9, 91884-86-5, 15845-47-3, 79257-48-0"
PINUS_PINASTER,TETRACOSACTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16133802,N/A,N/A
PINUS_STROBUS,TETRACYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54675779,68-19-9,"11037-08-4, 24436-34-8, 8023-26-5, 8039-03-0"
