Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS,Compound/Substance
NONOXINOL_9,NONOXINOL 9,https://pubchem.ncbi.nlm.nih.gov/compound/7700,68131-40-8,"100777-03-5, 102735-76-2, 113595-38-3, 117989-54-5, 120038-12-2, 124401-72-5, 12612-63-4, 131160-29-7, 1338788-01-4, 135229-74-2, 190386-13-1, 195065-75-9, 204842-55-7, 226924-41-0, 27942-26-3, 28776-15-0, 29319-48-0, 34149-89-8, 37330-04-4, 374934-72-2, 39042-04-1, 52440-21-8, 52440-22-9, 55247-80-8, 56214-26-7, 58339-76-7, 68858-84-4, 69154-14-9, 70025-66-0, 78009-08-2, 86243-62-1, 86727-29-9, 9002-95-3, 96827-50-8, 96827-63-3, 99550-41-1, 11114-30-0, 12627-31-5, 2252315-37-8, 245366-78-3, 37213-82-4, 37224-39-8, 37232-15-8, 37331-57-0, 39390-80-2, 39390-81-3, 39390-82-4, 39405-97-5, 51023-17-7, 51745-86-9, 53029-08-6, 55840-61-4, 60881-01-8, 65256-15-7, 66455-10-5, 68511-58-0, 742072-46-4",compound
NON_MEDICATED_EYE_DROPS,NON MEDICATED EYE DROPS,https://pubchem.ncbi.nlm.nih.gov/compound/3007857,1314-13-2,"185461-95-4, 1352121-28-8, 1621460-93-2, 1404365-15-6, 8050-42-8, 1799390-27-4, 8011-84-5, 1613512-66-5, 8047-69-6, 1449007-65-1, 1158650-40-8, 57206-86-7, 1928718-93-7, 56592-00-8, 1079737-05-5, 768390-32-5, 1035159-71-7, 1227055-55-1, 8051-03-4, 8047-36-7, 1629869-94-8, 1328870-15-0, 143477-34-3, 1434578-69-4",compound
NON_MEDICATED_SHAMPOOS,NON MEDICATED SHAMPOOS,https://pubmed.ncbi.nlm.nih.gov/12476017,,,MISSING
NON_PHARMACEUTICAL_INGREDIENT,NON PHARMACEUTICAL INGREDIENT,https://pubchem.ncbi.nlm.nih.gov/bioassay/1795161,,,MISSING
NORACYMETHADOL,NORACYMETHADOL,,,,MISSING
NORELGESTROMIN,NORELGESTROMIN,https://pubchem.ncbi.nlm.nih.gov/compound/62930,53016-31-2,,compound
NOREPINEPHRINE,NOREPINEPHRINE,https://pubchem.ncbi.nlm.nih.gov/compound/439260,51-41-2,"66197-73-7, 4899-05-2, 4899-05-2",compound
NORETHISTERONE,NORETHISTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6231,68-23-5,,compound
NORFLOXACIN,NORFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/4539,70458-96-7,,compound
NORFLURANE,NORFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/13129,811-97-2,,compound
NORGESTERONE,NORGESTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/65606,13563-60-5,24467-99-0,compound
NORGESTIMATE,NORGESTIMATE,https://pubchem.ncbi.nlm.nih.gov/compound/6540478,107382-52-5,,compound
NORGESTREL,NORGESTREL,https://pubchem.ncbi.nlm.nih.gov/compound/13109,797-63-7,"797-62-6, 121714-72-5, 4222-79-1",compound
NORTRIPTYLINE,NORTRIPTYLINE,https://pubchem.ncbi.nlm.nih.gov/compound/4543,72-69-5,,compound
NOVANTISOLIC_ACID,NOVANTISOLIC ACID,,,,MISSING
NOVOBIOCIN,NOVOBIOCIN,,,,MISSING
NUSINERSEN,NUSINERSEN,https://pubchem.ncbi.nlm.nih.gov/compound/131801471,1258984-36-9,,compound
NUTRITIONAL_SUPPLEMENTS,NUTRITIONAL SUPPLEMENTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/677450,,,MISSING
NYSTATIN,NYSTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/55283,84625-61-6,84604-65-9,compound
O-PHTHALALDEHYDE,O-PHTHALALDEHYDE,https://pubchem.ncbi.nlm.nih.gov/compound/4807,643-79-8,,compound
OBETICHOLIC_ACID,OBETICHOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/447715,459789-99-2,,compound
OBINUTUZUMAB,OBINUTUZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481155382,,,substance
OCCULT_BLOOD_TESTS,OCCULT BLOOD TESTS,https://pubmed.ncbi.nlm.nih.gov/22634386,,,MISSING
OCIMUM_BASILICUM,OCIMUM BASILICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482025974,,,substance
OCRELIZUMAB,OCRELIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101767,,,substance
OCRIPLASMIN,OCRIPLASMIN,,,,MISSING
OCTACOSANOL,OCTACOSANOL,https://pubchem.ncbi.nlm.nih.gov/compound/68406,557-61-9,,compound
OCTANOIC_ACID,OCTANOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/379,124-07-2,2171005-29-9,compound
OCTINOXATE,OCTINOXATE,https://pubchem.ncbi.nlm.nih.gov/compound/5355130,5466-77-3,"1202568-70-4, 155867-04-2",compound
OCTOCOG_ALFA,OCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/104815,17493-86-6,"169149-90-0, 448896-18-2",compound
OCTOCRILENE,OCTOCRILENE,https://pubchem.ncbi.nlm.nih.gov/compound/22571,6197-30-4,"149984-83-8, 80135-31-5, 194304-33-1, 149984-83-8, 194304-33-1, 80135-31-5, 80135-31-5, 194304-33-1, 149984-83-8",compound
OCTOXINOL,OCTOXINOL,,,,MISSING
OCTOXYNOL,OCTOXYNOL,https://pubchem.ncbi.nlm.nih.gov/compound/5590,2315-67-5,"1017686-87-1, 111287-03-7, 125692-92-4, 13463-07-5, 172826-82-3, 2003274-72-2, 2055492-07-2, 2091235-81-1, 308104-64-5, 39409-11-5, 66057-68-9, 66057-69-0, 66057-82-7, 81398-86-9, 9010-42-8, 9010-43-9, 9077-65-0, 935753-04-1, 1322-96-9",compound
OCTREOTIDE,OCTREOTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/448601,83150-76-9,,compound
OCTYL_SALICYLATE,OCTYL SALICYLATE,https://pubchem.ncbi.nlm.nih.gov/compound/8364,118-60-5,"8014-40-2, 194304-34-2, 194304-34-2, 2929274-89-3, 8014-40-2",compound
OFATUMUMAB,OFATUMUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/440790866,,,substance
OFLOXACIN,OFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/4583,82419-36-1,"83380-47-6, 85344-55-4",compound
OFTASCEINE,OFTASCEINE,https://pubchem.ncbi.nlm.nih.gov/compound/65079,1461-15-0,4370-08-5,compound
OLANZAPINE,OLANZAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/135398745,132539-06-1,,compound
OLAPARIB,OLAPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/13134,813-78-5,,compound
OLARATUMAB,OLARATUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101770,,,substance
OLEA_EUROPEA,OLEA EUROPEA,https://pubchem.ncbi.nlm.nih.gov/substance/482026111,,,substance
OLEIC_ACID,OLEIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/445639,112-80-1,"17156-84-2, 56833-51-3, 8046-01-3, 949900-16-7, 1190712-11-8, 1190965-71-9, 1380514-02-2, 2252262-80-7, 1190712-11-8, 1190965-71-9, 1380514-02-2, 17156-84-2, 2252262-80-7, 56833-51-3, 8046-01-3, 949900-16-7, 861204-23-1, 56833-51-3, 949900-16-7, 8046-01-3, 1380514-02-2, 17156-84-2, 1190965-71-9, 1190712-11-8",compound
OLEYL_ALCOHOL,OLEYL ALCOHOL,https://pubchem.ncbi.nlm.nih.gov/compound/5284499,143-28-2,"8014-60-6, 8029-00-3, 8038-59-3, 84286-21-5, 8029-00-3, 8038-59-3, 84286-21-5",compound
OLIBANUM,OLIBANUM,,,,MISSING
OLMESARTAN_MEDOXOMIL,OLMESARTAN MEDOXOMIL,https://pubchem.ncbi.nlm.nih.gov/compound/158781,144689-24-7,,compound
OLODATEROL,OLODATEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5487426,136310-93-5,,compound
OLOPATADINE,OLOPATADINE,https://pubchem.ncbi.nlm.nih.gov/compound/5281071,113806-05-6,,compound
OLSALAZINE,OLSALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/135413505,6054-98-4,,compound
OMACETAXINE_MEPESUCCINATE,OMACETAXINE MEPESUCCINATE,https://pubchem.ncbi.nlm.nih.gov/compound/285033,26833-87-4,,compound
OMADACYCLINE,OMADACYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54697325,389139-89-3,,compound
OMALIZUMAB,OMALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469690930,,,substance
OMBITASVIR,OMBITASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/54767916,1258226-87-7,1444832-14-7,compound
OMEGA-3_ACID_ETHYL_ESTERS,OMEGA-3 ACID ETHYL ESTERS,https://pubchem.ncbi.nlm.nih.gov/compound/5353613,84494-70-2,,compound
OMEPRAZOLE,OMEPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4594,73590-58-6,"172964-80-6, 131959-78-9, 131959-78-9, 172964-80-6",compound
ONDANSETRON,ONDANSETRON,https://pubchem.ncbi.nlm.nih.gov/compound/795,288-32-4,"116421-26-2, 146117-15-9, 146117-15-9",compound
OPIUM,OPIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5288826,57-27-2,"8053-16-5, 85201-37-2, 47106-99-0, 863713-90-0, 1325730-46-8",compound
OPRELVEKIN,OPRELVEKIN,https://pubchem.ncbi.nlm.nih.gov/substance/440790868,,,substance
OPUNTIA_FICUS-INDICA,OPUNTIA FICUS-INDICA,https://pubchem.ncbi.nlm.nih.gov/substance/482026807,,,substance
ORCIPRENALINE,ORCIPRENALINE,https://pubchem.ncbi.nlm.nih.gov/compound/4086,586-06-1,,compound
ORIGANUM_VULGARE,ORIGANUM VULGARE,https://pubchem.ncbi.nlm.nih.gov/substance/482025564,,,substance
ORITAVANCIN,ORITAVANCIN,https://pubchem.ncbi.nlm.nih.gov/compound/16136912,171099-57-3,,compound
ORLISTAT,ORLISTAT,https://pubchem.ncbi.nlm.nih.gov/compound/3034010,96829-58-2,111397-16-1,compound
ORNIDAZOLE,ORNIDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/28061,16773-42-5,,compound
ORPHENADRINE,ORPHENADRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3100,58-73-1,2226543-89-9,compound
OSELTAMIVIR,OSELTAMIVIR,https://pubchem.ncbi.nlm.nih.gov/compound/681,51-61-6,,compound
OSIMERTINIB,OSIMERTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/71496458,1421373-65-0,1610419-47-0,compound
OSPEMIFENE,OSPEMIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/3036505,128607-22-7,,compound
OTHERS,OTHERS,https://pubchem.ncbi.nlm.nih.gov/compound/222,7664-41-7,"208990-07-2, 214478-05-4, 8007-57-6, 558443-52-0, 1026405-88-8, 1026405-88-8, 208990-07-2, 214478-05-4, 558443-52-0, 8007-57-6, 558443-52-0, 208990-07-2, 214478-05-4, 8007-57-6, 8007-57-6",compound
OTHER_BLOOD_TESTS,OTHER BLOOD TESTS,https://pubchem.ncbi.nlm.nih.gov/compound/5780,50-70-4,"15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 98201-93-5, 952319-42-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 952319-42-5, 3959-53-3, 63800-20-4, 8036-93-9, 98201-93-5, 15060-73-8, 8042-39-5, 8014-89-9, 36134-87-9, 8046-05-7, 8013-15-8, 8045-74-7",compound
OTHER_CLEANSING_AGENTS,OTHER CLEANSING AGENTS,https://pubchem.ncbi.nlm.nih.gov/compound/702,64-17-5,"121182-78-3, 8000-16-6, 8024-45-1, 8024-45-1, 8000-16-6",compound
OTHER_CONTACT_LENS_SOLUTIONS,OTHER CONTACT LENS SOLUTIONS,https://pubchem.ncbi.nlm.nih.gov/compound/5761,50-37-3,,compound
OTHER_FOOT_PREPARATIONS,OTHER FOOT PREPARATIONS,https://pubchem.ncbi.nlm.nih.gov/compound/2812,23593-75-1,117829-71-7,compound
OTHER_ORAL_HYGIENE_PREPARATIONS,OTHER ORAL HYGIENE PREPARATIONS,https://pubchem.ncbi.nlm.nih.gov/compound/784,7722-84-1,"218625-72-0, 37355-84-3, 66554-50-5, 8007-30-5, 97929-73-2, 66554-50-5, 218625-72-0, 37355-84-3, 8007-30-5",compound
OTHER_TESTS,OTHER TESTS,https://pubchem.ncbi.nlm.nih.gov/compound/5780,50-70-4,"15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 98201-93-5, 952319-42-5, 15060-73-8, 36134-87-9, 3959-53-3, 63800-20-4, 75398-79-7, 8013-15-8, 8014-89-9, 8036-93-9, 8042-39-5, 8045-74-7, 8046-05-7, 952319-42-5, 98201-93-5, 952319-42-5, 3959-53-3, 63800-20-4, 8036-93-9, 98201-93-5, 15060-73-8, 8042-39-5, 8014-89-9, 36134-87-9, 8046-05-7, 8013-15-8, 8045-74-7",compound
OUABAIN,OUABAIN,https://pubchem.ncbi.nlm.nih.gov/compound/439501,630-60-4,36-06-6,compound
OVALBUMIN,OVALBUMIN,,,,MISSING
OVULATION_TEST,OVULATION TEST,https://pubchem.ncbi.nlm.nih.gov/compound/1548955,15690-55-8,,compound
OXACILLIN,OXACILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/6098,61-72-3,"50763-55-8, 8056-79-9",compound
OXALIC_ACID,OXALIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/971,144-62-7,"216451-38-6, 63504-28-9, 97993-78-7, 2469072-60-2, 216451-38-6, 2469072-60-2, 63504-28-9, 97993-78-7, 216451-38-6, 63504-28-9",compound
OXALIPLATIN,OXALIPLATIN,https://pubchem.ncbi.nlm.nih.gov/compound/971,144-62-7,"216451-38-6, 63504-28-9, 97993-78-7, 2469072-60-2, 216451-38-6, 2469072-60-2, 63504-28-9, 97993-78-7, 216451-38-6, 63504-28-9",compound
OXANDROLONE,OXANDROLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5878,53-39-4,,compound
OXAPROZIN,OXAPROZIN,https://pubchem.ncbi.nlm.nih.gov/compound/4614,21256-18-8,,compound
OXAZEPAM,OXAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/4616,604-75-1,"61036-43-9, 35295-88-6",compound
OXCARBAZEPINE,OXCARBAZEPINE,https://pubchem.ncbi.nlm.nih.gov/compound/2554,298-46-4,,compound
OXEDRINE,OXEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/6041,59-42-7,,compound
OXICONAZOLE,OXICONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/9556529,64211-46-7,104360-36-3,compound
OXIDISED_CELLULOSE,OXIDISED CELLULOSE,https://pubchem.ncbi.nlm.nih.gov/substance/481108379,,,substance
OXIGLUTATIONE,OXIGLUTATIONE,https://pubchem.ncbi.nlm.nih.gov/compound/65359,27025-41-8,"121-24-4, 10421-65-5",compound
OXITRIPTAN,OXITRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/439280,4350-09-8,"34953-84-9, 1228817-95-5, 1228817-95-5, 34953-84-9, 1228817-95-5",compound
OXYBENZONE,OXYBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/4632,131-57-7,"14375-37-2, 153859-73-5, 58392-15-7, 58392-22-6, 897050-18-9, 138464-23-0, 2216794-47-5, 138464-23-0, 14375-37-2, 153859-73-5, 2216794-47-5, 2412123-04-5, 2761040-67-7, 58392-15-7, 58392-22-6, 897050-18-9, 58392-22-6, 138464-23-0, 14375-37-2, 58392-15-7, 153859-73-5, 897050-18-9",compound
OXYBUPROCAINE,OXYBUPROCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/4633,99-43-4,,compound
OXYBUTYNIN,OXYBUTYNIN,https://pubchem.ncbi.nlm.nih.gov/compound/4634,5633-20-5,,compound
OXYCHLOROSENE,OXYCHLOROSENE,https://pubchem.ncbi.nlm.nih.gov/compound/91663266,52906-84-0,,compound
OXYCODONE,OXYCODONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284603,76-42-6,,compound
OXYMETAZOLINE,OXYMETAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/4636,1491-59-4,,compound
OXYMETHOLONE,OXYMETHOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5281034,434-07-1,78964-17-7,compound
OXYMORPHONE,OXYMORPHONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284603,76-42-6,,compound
OXYTETRACYCLINE,OXYTETRACYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54675779,,"102287-29-6, 103351-03-7, 105145-10-6, 106216-57-3, 1405-95-4, 21645-09-0, 52214-46-7, 96310-42-8, 856305-69-6, 1135442-00-0, 1256964-22-3, 909261-39-8, 102287-29-6, 103351-03-7, 105145-10-6, 106216-57-3, 1135442-00-0, 1256964-22-3, 1405-95-4, 21645-09-0, 52214-46-7, 856305-69-6, 909261-39-8, 96310-42-8",compound
OXYTOCIN,OXYTOCIN,https://pubchem.ncbi.nlm.nih.gov/compound/439302,50-56-6,,compound
P-AMINOBENZOIC_ACID,P-AMINOBENZOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/978,150-13-0,8014-65-1,compound
P-ANISIC_ACID,P-ANISIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/7478,100-09-4,,compound
P-HYDROXYBENZOIC_ACID,P-HYDROXYBENZOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/135,99-96-7,,compound
P-PENTYLOXYPHENOL,P-PENTYLOXYPHENOL,https://pubchem.ncbi.nlm.nih.gov/compound/29353,18979-53-8,,compound
P-PHENOLSULFONIC_ACID,P-PHENOLSULFONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4765,98-67-9,,compound
PACLITAXEL,PACLITAXEL,https://pubchem.ncbi.nlm.nih.gov/compound/36314,33069-62-4,"157069-30-2, 1203669-79-7",compound
PADIMATE_O,PADIMATE O,https://pubchem.ncbi.nlm.nih.gov/compound/30541,21245-02-3,"127361-11-9, 676261-74-8, 676261-74-8",compound
PALBOCICLIB,PALBOCICLIB,https://pubchem.ncbi.nlm.nih.gov/compound/5330286,571190-30-2,,compound
PALIFERMIN,PALIFERMIN,https://pubchem.ncbi.nlm.nih.gov/substance/440790875,,,substance
PALIPERIDONE,PALIPERIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/115237,144598-75-4,"130049-84-2, 130049-86-4, 147687-18-1",compound
PALIPERIDONE_PALMITATE,PALIPERIDONE PALMITATE,https://pubchem.ncbi.nlm.nih.gov/compound/115237,144598-75-4,"130049-84-2, 130049-86-4, 147687-18-1",compound
PALIVIZUMAB,PALIVIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/440790877,,,substance
PALMARIA_PALMATA,PALMARIA PALMATA,https://pubchem.ncbi.nlm.nih.gov/substance/482025342,,,substance
PALMITIC_ACID,PALMITIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5988,57-50-1,"100405-08-1, 104242-10-6, 131932-12-2, 146054-35-5, 146187-04-4, 151756-02-4, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 92004-84-7, 635681-90-2, 786702-63-4, 12040-73-2, 1159795-78-4, 1206156-82-2, 880257-62-5, 1192061-43-0, 1481578-88-4, 1566560-95-9, 2169316-40-7, 100405-08-1, 104242-10-6, 1159795-78-4, 1192061-43-0, 12040-73-2, 1206156-82-2, 131932-12-2, 146054-35-5, 146187-04-4, 1481578-88-4, 151756-02-4, 1566560-95-9, 2169316-40-7, 220376-22-7, 29253-78-9, 29764-06-5, 30027-72-6, 47167-52-2, 47185-09-1, 47257-91-0, 50857-68-6, 51909-69-4, 635681-90-2, 64533-66-0, 65545-99-5, 75398-84-4, 76056-38-7, 78654-77-0, 786702-63-4, 80165-03-3, 8027-47-2, 8030-20-4, 85456-51-5, 86101-30-6, 87430-66-8, 880257-62-5, 92004-84-7, 146054-35-5, 78654-77-0, 100405-08-1, 30027-72-6, 75398-84-4, 51909-69-4, 146187-04-4, 29764-06-5, 47257-91-0, 104242-10-6, 50857-68-6, 47167-52-2, 86101-30-6, 1159795-78-4, 87430-66-8, 131932-12-2, 8027-47-2, 12040-73-2, 1206156-82-2, 29253-78-9, 64533-66-0, 65545-99-5, 8030-20-4, 76056-38-7, 80165-03-3, 85456-51-5, 786702-63-4, 880257-62-5, 220376-22-7, 151756-02-4, 635681-90-2, 92004-84-7, 47185-09-1",compound
PALONOSETRON,PALONOSETRON,https://pubchem.ncbi.nlm.nih.gov/compound/6337614,135729-61-2,,compound
PAMABROM,PAMABROM,https://pubchem.ncbi.nlm.nih.gov/compound/11806,606-04-2,,compound
PAMIDRONIC_ACID,PAMIDRONIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4674,40391-99-9,,compound
PANAX_GINSENG,PANAX GINSENG,https://pubchem.ncbi.nlm.nih.gov/compound/9898279,41753-43-9,"12770-17-1, 52286-61-0, 87700-07-0, 212055-66-8, 393829-67-9",compound
PANAX_QUINQUEFOLIUS,PANAX QUINQUEFOLIUS,https://pubchem.ncbi.nlm.nih.gov/substance/482025403,,,substance
PANCREAS,PANCREAS,https://pubchem.ncbi.nlm.nih.gov/compound/118984375,11061-68-0,"1021924-27-5, 1038820-20-0, 1104460-98-1, 1146625-72-0, 1171191-96-0, 1171210-94-8, 1171228-96-8, 1171244-30-6, 1245604-13-0",compound
PANCREATIN,PANCREATIN,https://pubchem.ncbi.nlm.nih.gov/substance/7980246,,,substance
PANCRELIPASE,PANCRELIPASE,https://pubchem.ncbi.nlm.nih.gov/compound/8519,53608-75-6,71060-52-1,compound
PANCURONIUM,PANCURONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/27350,15500-66-0,,compound
PANITUMUMAB,PANITUMUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/440790881,,,substance
PANOBINOSTAT,PANOBINOSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/6918837,404950-80-7,,compound
PANTETHINE,PANTETHINE,https://pubchem.ncbi.nlm.nih.gov/compound/452306,16816-67-4,303-05-9,compound
PANTHENOL,PANTHENOL,https://pubchem.ncbi.nlm.nih.gov/compound/131204,81-13-0,"1113-70-8, 17307-32-3, 50584-68-4, 17307-32-3",compound
PANTOPRAZOLE,PANTOPRAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4679,102625-70-7,,compound
PANTOTHENIC_ACID,PANTOTHENIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6613,79-83-4,3563-85-7,compound
PAPAIN,PAPAIN,https://pubchem.ncbi.nlm.nih.gov/compound/5249653,108333-82-0,"125054-90-2, 8050-04-2, 8057-83-8, 9002-59-9, 9086-65-1",compound
PAPAVERINE,PAPAVERINE,https://pubchem.ncbi.nlm.nih.gov/compound/4680,58-74-2,,compound
PARACETAMOL,PARACETAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/1983,103-90-2,"8055-08-1, 719293-04-6, 1430221-00-3, 1430221-00-3, 719293-04-6, 8055-08-1, 719293-04-6, 8055-08-1",compound
PARAFFIN_OIL,PARAFFIN OIL,https://pubchem.ncbi.nlm.nih.gov/compound/5360545,7440-23-5,"184637-88-5, 213530-35-9, 351903-26-9, 1061193-24-5, 1061193-24-5, 184637-88-5, 213530-35-9, 351903-26-9, 351903-26-9, 184637-88-5, 1061193-24-5",compound
PARATHYROID_HORMONE,PARATHYROID HORMONE,https://pubchem.ncbi.nlm.nih.gov/compound/156419,226256-56-0,,compound
PARICALCITOL,PARICALCITOL,https://pubchem.ncbi.nlm.nih.gov/compound/5281104,131918-61-1,,compound
PARITAPREVIR,PARITAPREVIR,https://pubchem.ncbi.nlm.nih.gov/compound/45110509,1216941-48-8,1221573-85-8,compound
PAROMOMYCIN,PAROMOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/165580,7542-37-2,"11002-84-9, 10010-79-4, 11002-85-0, 11021-48-0, 1389-70-4, 1391-98-6, 25329-75-3, 59-04-1, 11035-13-5, 1390-73-4, 11035-13-5, 10010-79-4, 59-04-1, 11021-48-0, 11002-85-0, 25329-75-3, 1391-98-6, 11002-84-9, 1389-70-4, 1390-73-4",compound
PAROXETINE,PAROXETINE,https://pubchem.ncbi.nlm.nih.gov/compound/43815,61869-08-7,63952-24-9,compound
PASIREOTIDE,PASIREOTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9941444,396091-73-9,,compound
PASSIFLORA_INCARNATA,PASSIFLORA INCARNATA,https://pubchem.ncbi.nlm.nih.gov/substance/483925816,,,substance
PATIROMER_CALCIUM,PATIROMER CALCIUM,https://pubchem.ncbi.nlm.nih.gov/substance/481109370,,,substance
PATISIRAN,PATISIRAN,https://pubchem.ncbi.nlm.nih.gov/substance/483928509,,,substance
PAULLINIA_CUPANA,PAULLINIA CUPANA,https://pubchem.ncbi.nlm.nih.gov/substance/482024390,,,substance
PAZOPANIB,PAZOPANIB,https://pubchem.ncbi.nlm.nih.gov/compound/10113978,444731-52-6,790713-33-6,compound
PECTIN,PECTIN,https://pubchem.ncbi.nlm.nih.gov/compound/854,9000-69-5,"133-56-2, 141492-19-5, 20235-19-2, 220424-61-3, 503591-24-0, 9005-88-3, 9046-41-7, 9047-18-1",compound
PEGADEMASE,PEGADEMASE,https://pubchem.ncbi.nlm.nih.gov/substance/481101781,,,substance
PEGAPTANIB,PEGAPTANIB,https://pubchem.ncbi.nlm.nih.gov/compound/76374506,222716-86-1,,compound
PEGASPARGASE,PEGASPARGASE,https://pubchem.ncbi.nlm.nih.gov/compound/436058,9015-68-3,,compound
PEGFILGRASTIM,PEGFILGRASTIM,https://pubchem.ncbi.nlm.nih.gov/compound/70683024,208265-92-3,,compound
PEGINESATIDE,PEGINESATIDE,https://pubchem.ncbi.nlm.nih.gov/substance/483928321,,,substance
PEGINTERFERON_ALFA-2A,PEGINTERFERON ALFA-2A,https://pubchem.ncbi.nlm.nih.gov/substance/481101789,,,substance
PEGINTERFERON_ALFA-2B,PEGINTERFERON ALFA-2B,https://pubchem.ncbi.nlm.nih.gov/substance/481101791,,,substance
PEGINTERFERON_BETA-1A,PEGINTERFERON BETA-1A,https://pubchem.ncbi.nlm.nih.gov/substance/481101793,,,substance
PEGLOTICASE,PEGLOTICASE,https://pubchem.ncbi.nlm.nih.gov/substance/481101794,,,substance
PEGVALIASE,PEGVALIASE,https://pubchem.ncbi.nlm.nih.gov/compound/86278362,1585984-95-7,,compound
PEGVISOMANT,PEGVISOMANT,https://pubchem.ncbi.nlm.nih.gov/substance/440791041,,,substance
PELARGONIUM_SIDOIDES,PELARGONIUM SIDOIDES,https://pubchem.ncbi.nlm.nih.gov/substance/483929275,,,substance
PEMBROLIZUMAB,PEMBROLIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469691028,,,substance
PEMETREXED,PEMETREXED,https://pubchem.ncbi.nlm.nih.gov/compound/135410875,137281-23-3,,compound
PEMIROLAST,PEMIROLAST,https://pubchem.ncbi.nlm.nih.gov/compound/57697,69372-19-6,,compound
