Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
MINOXIDIL,MINOXIDIL,https://pubchem.ncbi.nlm.nih.gov/compound/Minoxidil,FEATURED,38304-91-5,16317-69-4,COMPOUND,MISSING,YES,YES
MIPOMERSEN,MIPOMERSEN,https://pubchem.ncbi.nlm.nih.gov/compound/71301230,FEATURED,No CAS info,No CAS info,COMPOUND,NO,NO,NO
MIRABEGRON,MIRABEGRON,https://pubchem.ncbi.nlm.nih.gov/compound/9865528,FEATURED,223673-61-8,928324-05-4,COMPOUND,YES,YES,YES
MIRTAZAPINE,MIRTAZAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4205,FEATURED,"85650-52-8, 61337-67-5","61337-67-5, 82601-27-2",COMPOUND,YES,YES,YES
MISC.ALLERGENS_(PATIENT_REQUIREMENT),MISC.ALLERGENS (PATIENT REQUIREMENT),No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
MISCELLANEOUS_URINE_TESTS,MISCELLANEOUS URINE TESTS,https://pubmed.ncbi.nlm.nih.gov/23207819,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
MISOPROSTOL,MISOPROSTOL,https://pubchem.ncbi.nlm.nih.gov/compound/5282381,FEATURED,59122-46-2,"62015-39-8, 92999-98-9, 138284-96-5, 143913-16-0",COMPOUND,YES,YES,YES
MITOMYCIN,MITOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/5746,FEATURED,50-07-7,"144085-53-0, 7481-68-7, 74349-48-7, 144085-53-0, 74349-48-7, 7481-68-7, 74349-48-7, 7481-68-7, 144085-53-0",COMPOUND,YES,YES,YES
MITOTANE,MITOTANE,https://pubchem.ncbi.nlm.nih.gov/compound/4211,FEATURED,53-19-0,No CAS info,COMPOUND,YES,YES,YES
MITOXANTRONE,MITOXANTRONE,https://pubchem.ncbi.nlm.nih.gov/compound/4212,FEATURED,65271-80-9,"137635-96-2, 70945-62-9",COMPOUND,YES,YES,YES
MIVACURIUM_CHLORIDE,MIVACURIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5281080,FEATURED,106861-44-3,No CAS info,COMPOUND,YES,YES,YES
MODAFINIL,MODAFINIL,https://pubchem.ncbi.nlm.nih.gov/compound/4236,FEATURED,"68693-11-8, 112111-47-4, 112111-43-0",112111-49-6,COMPOUND,YES,YES,YES
MOEXIPRIL,MOEXIPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/91270,FEATURED,"103775-10-6, 109715-88-0",No CAS info,COMPOUND,YES,YES,YES
MOGAMULIZUMAB,MOGAMULIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Mogamulizumab,FEATURED,1159266-37-1,No CAS info,COMPOUND,MISSING,YES,YES
MOLINDONE,MOLINDONE,https://pubchem.ncbi.nlm.nih.gov/compound/23897,FEATURED,7416-34-4,65973-37-7,COMPOUND,YES,YES,YES
MOLYBDENUM,MOLYBDENUM,https://pubchem.ncbi.nlm.nih.gov/compound/23932,FEATURED,"7439-98-7, 16065-87-5, 22541-84-0, 16727-12-1",No CAS info,COMPOUND,YES,YES,YES
MOMETASONE,MOMETASONE,https://pubchem.ncbi.nlm.nih.gov/compound/441335,FEATURED,105102-22-5,No CAS info,COMPOUND,YES,YES,YES
MONASCUS_PURPUREUS,MONASCUS PURPUREUS,https://pubchem.ncbi.nlm.nih.gov/compound/Monascus%20purpureus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
MONOBENZONE,MONOBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/7638,FEATURED,103-16-2,No CAS info,COMPOUND,YES,YES,YES
MONOCHLOROACETIC_ACID,MONOCHLOROACETIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/300,FEATURED,79-11-8,No CAS info,COMPOUND,YES,YES,YES
MONOETHANOLAMINE_OLEATE,MONOETHANOLAMINE OLEATE,https://pubchem.ncbi.nlm.nih.gov/compound/5282489,FEATURED,2272-11-9,"14481-63-1, 663174-48-9, 663174-48-9",COMPOUND,YES,YES,YES
MONOFLUOROPHOSPHORIC_ACID,MONOFLUOROPHOSPHORIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/24267,FEATURED,13537-32-1,No CAS info,COMPOUND,YES,YES,YES
MONTELUKAST,MONTELUKAST,https://pubchem.ncbi.nlm.nih.gov/compound/5281040,FEATURED,158966-92-8,No CAS info,COMPOUND,YES,YES,YES
MORACIZINE,MORACIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/34633,FEATURED,31883-05-3,No CAS info,COMPOUND,YES,YES,YES
MORINDA_CITRIFOLIA,MORINDA CITRIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/482026552,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MOROCTOCOG_ALFA,MOROCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Moroctocog%20Alfa,FEATURED,284036-24-4,No CAS info,COMPOUND,MISSING,YES,YES
MORPHINE,MORPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/5288826,FEATURED,57-27-2,"8053-16-5, 85201-37-2, 47106-99-0, 863713-90-0, 1325730-46-8",COMPOUND,YES,YES,YES
MORRHUIC_ACID,MORRHUIC ACID,https://pubchem.ncbi.nlm.nih.gov/substance/375085286,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
MOUTH_WASHES/RINSES,MOUTH WASHES/RINSES,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
MOXETUMOMAB_PASUDOTOX,MOXETUMOMAB PASUDOTOX,https://pubchem.ncbi.nlm.nih.gov/compound/Moxetumomab%20Pasudotox,FEATURED,1020748-57-5,No CAS info,COMPOUND,MISSING,YES,YES
MOXIFLOXACIN,MOXIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/152946,FEATURED,"151096-09-2, 354812-41-2",195154-07-5,COMPOUND,YES,YES,YES
MUCOR_RACEMOSUS,MUCOR RACEMOSUS,https://pubchem.ncbi.nlm.nih.gov/compound/Mucor%20racemosus,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
MULTIPLE_URINE_TESTS,MULTIPLE URINE TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/495582,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
MULTIVITAMINS,MULTIVITAMINS,https://pubchem.ncbi.nlm.nih.gov/substance/135316826,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
MULTIVITAMINS_AND_MINERALS,MULTIVITAMINS AND MINERALS,https://pubchem.ncbi.nlm.nih.gov/substance/135316826,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MUPIROCIN,MUPIROCIN,https://pubchem.ncbi.nlm.nih.gov/compound/446596,FEATURED,"12650-69-0, 115074-43-6",62916-63-6,COMPOUND,YES,YES,YES
MUROMONAB-CD3,MUROMONAB-CD3,https://pubchem.ncbi.nlm.nih.gov/substance/482028417,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MYCOPHENOLATE_MOFETIL,MYCOPHENOLATE MOFETIL,https://pubchem.ncbi.nlm.nih.gov/compound/5281078,FEATURED,"128794-94-5, 115007-34-6","115007-34-6, 140401-05-4, 140401-05-4",COMPOUND,YES,YES,YES
MYCOPHENOLIC_ACID,MYCOPHENOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/446541,FEATURED,"24280-93-1, 483-60-3",No CAS info,COMPOUND,YES,YES,YES
MYOSOTIS_ARVENSIS,MYOSOTIS ARVENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482027384,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MYRCIARIA_DUBIA,MYRCIARIA DUBIA,https://pubchem.ncbi.nlm.nih.gov/substance/482027071,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
MYRICA_CERIFERA,MYRICA CERIFERA,https://pubchem.ncbi.nlm.nih.gov/compound/5281672,RELEVANT,529-44-2,No CAS info,COMPOUND,NO,NO,NO
MYRISTICA_FRAGANS,MYRISTICA FRAGANS,https://pubmed.ncbi.nlm.nih.gov/38257384,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
N-ACETYL-L-TYROSIN,N-ACETYL-L-TYROSIN,https://pubchem.ncbi.nlm.nih.gov/substance/103839966,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
N-ACETYLGLUCOSAMINE,N-ACETYLGLUCOSAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/1738118,FEATURED,7512-17-6,"134-61-2, 173382-53-1, 7132-76-5, 98632-70-3, 948887-87-4, 134-61-2, 173382-53-1, 7132-76-5, 948887-87-4, 98632-70-3, 948887-87-4, 7132-76-5, 98632-70-3, 134-61-2, 72-87-7",COMPOUND,NO,YES,YES
N-ACETYLTYROSINE,N-ACETYLTYROSINE,https://pubchem.ncbi.nlm.nih.gov/compound/89216,FEATURED,"2901-77-1, 537-55-3",No CAS info,COMPOUND,YES,YES,YES
N-LAUROYLSARCOSINE,N-LAUROYLSARCOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/7348,FEATURED,97-78-9,"15535-18-9, 58392-41-9, 15535-18-9",COMPOUND,YES,YES,YES
N6-FURFURYLADENINE,N6 FURFURYLADENINE,https://pubchem.ncbi.nlm.nih.gov/compound/3830,RELEVANT,525-79-1,"33446-70-7, 525-80-4, 525-80-4",COMPOUND,YES,YES,YES
NABILONE,NABILONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284592,FEATURED,"51022-71-0, 61617-09-2",No CAS info,COMPOUND,YES,YES,YES
NABUMETONE,NABUMETONE,https://pubchem.ncbi.nlm.nih.gov/compound/4409,FEATURED,42924-53-8,No CAS info,COMPOUND,YES,YES,YES
NADIDE,NADIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5892,FEATURED,"53-84-9, 64417-72-7","159929-29-0, 30429-30-2, 1083039-67-1, 1354693-98-3, 1083039-67-1, 1354693-98-3, 159929-29-0, 30429-30-2, 1354693-98-3, 30429-30-2, 159929-29-0",COMPOUND,YES,YES,YES
NADOLOL,NADOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/39147,FEATURED,"220045-89-6, 42200-33-9",No CAS info,COMPOUND,YES,YES,YES
NAFARELIN,NAFARELIN,https://pubchem.ncbi.nlm.nih.gov/compound/25077405,FEATURED,76932-56-4,No CAS info,COMPOUND,YES,YES,YES
NAFCILLIN,NAFCILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/8982,FEATURED,"147-52-4, 985-16-0",No CAS info,COMPOUND,YES,YES,YES
NAFTIFINE,NAFTIFINE,https://pubchem.ncbi.nlm.nih.gov/compound/47641,FEATURED,65472-88-0,No CAS info,COMPOUND,YES,YES,YES
NALBUPHINE,NALBUPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/5311304,FEATURED,20594-83-6,No CAS info,COMPOUND,YES,YES,YES
NALDEMEDINE,NALDEMEDINE,https://pubchem.ncbi.nlm.nih.gov/compound/54732242,FEATURED,916072-89-4,No CAS info,COMPOUND,YES,YES,YES
NALIDIXIC_ACID,NALIDIXIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4421,FEATURED,389-08-2,No CAS info,COMPOUND,YES,YES,YES
NALMEFENE,NALMEFENE,https://pubchem.ncbi.nlm.nih.gov/compound/5284594,FEATURED,55096-26-9,No CAS info,COMPOUND,YES,YES,YES
NALOXEGOL,NALOXEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/56959087,FEATURED,854601-70-0,No CAS info,COMPOUND,YES,YES,YES
NALOXONE,NALOXONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284596,FEATURED,465-65-6,No CAS info,COMPOUND,YES,YES,YES
NALTREXONE,NALTREXONE,https://pubchem.ncbi.nlm.nih.gov/compound/5360515,FEATURED,16590-41-3,No CAS info,COMPOUND,YES,YES,YES
NANDROLONE,NANDROLONE,https://pubchem.ncbi.nlm.nih.gov/compound/9904,FEATURED,434-22-0,"30598-74-4, 409336-73-8",COMPOUND,YES,YES,YES
NAPHAZOLINE,NAPHAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/4436,FEATURED,835-31-4,No CAS info,COMPOUND,YES,YES,YES
NAPROXEN,NAPROXEN,https://pubchem.ncbi.nlm.nih.gov/compound/156391,FEATURED,22204-53-1,No CAS info,COMPOUND,YES,YES,YES
NARATRIPTAN,NARATRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/4440,FEATURED,121679-13-8,No CAS info,COMPOUND,YES,YES,YES
NASAL_DECONGESTANTS,NASAL DECONGESTANTS,https://pubchem.ncbi.nlm.nih.gov/compound/5743,RELEVANT,"50-02-2, 23495-06-9","137098-19-2, 8054-59-9, 906422-84-2, 1050677-47-8, 906362-70-7, 1050677-47-8, 137098-19-2, 8054-59-9, 906362-70-7, 906422-84-2, 8054-59-9, 137098-19-2, 1050677-47-8, 906422-84-2",COMPOUND,NO,NO,NO
NASTURTIUM_OFFICINALE,NASTURTIUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/compound/Nasturtium%20officinale,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
NATALIZUMAB,NATALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Natalizumab,FEATURED,189261-10-7,No CAS info,COMPOUND,MISSING,YES,YES
NATAMYCIN,NATAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/5284447,FEATURED,7681-93-8,No CAS info,COMPOUND,YES,YES,YES
NATEGLINIDE,NATEGLINIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Nateglinide,FEATURED,105816-04-4,No CAS info,COMPOUND,MISSING,YES,YES
NEBIVOLOL,NEBIVOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/71301,FEATURED,"99200-09-6, 118457-14-0",104365-59-5,COMPOUND,YES,YES,YES
NECITUMUMAB,NECITUMUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Necitumumab,FEATURED,906805-06-9,No CAS info,COMPOUND,MISSING,YES,YES
NEDOCROMIL,NEDOCROMIL,https://pubchem.ncbi.nlm.nih.gov/compound/50294,FEATURED,69049-73-6,No CAS info,COMPOUND,YES,YES,YES
NEFAZODONE,NEFAZODONE,https://pubchem.ncbi.nlm.nih.gov/compound/4449,FEATURED,"83366-66-9, 82752-99-6",No CAS info,COMPOUND,YES,YES,YES
NELARABINE,NELARABINE,https://pubchem.ncbi.nlm.nih.gov/compound/3011155,FEATURED,121032-29-9,No CAS info,COMPOUND,YES,YES,YES
NELFINAVIR,NELFINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/64143,FEATURED,159989-64-7,No CAS info,COMPOUND,YES,YES,YES
NEOMYCIN,NEOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/Neomycin,FEATURED,1404-04-2,11013-50-6,COMPOUND,MISSING,YES,YES
NEOSTIGMINE,NEOSTIGMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4456,FEATURED,59-99-4,No CAS info,COMPOUND,YES,YES,YES
NEPAFENAC,NEPAFENAC,https://pubchem.ncbi.nlm.nih.gov/compound/151075,FEATURED,78281-72-8,No CAS info,COMPOUND,YES,YES,YES
NEPETA_CATARIA,NEPETA CATARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482026910,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
NERATINIB,NERATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/9915743,FEATURED,698387-09-6,736156-77-7,COMPOUND,YES,YES,YES
NESIRITIDE,NESIRITIDE,https://pubchem.ncbi.nlm.nih.gov/compound/53395955,FEATURED,124584-08-3,No CAS info,COMPOUND,YES,YES,YES
NETARSUDIL,NETARSUDIL,https://pubchem.ncbi.nlm.nih.gov/compound/66599893,FEATURED,1254032-66-0,1628418-15-4,COMPOUND,YES,YES,YES
NETUPITANT,NETUPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/6451149,FEATURED,290297-26-6,No CAS info,COMPOUND,YES,YES,YES
NEVIRAPINE,NEVIRAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4463,FEATURED,129618-40-2,No CAS info,COMPOUND,YES,YES,YES
NICARDIPINE,NICARDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4474,FEATURED,55985-32-5,No CAS info,COMPOUND,YES,YES,YES
NICKEL,NICKEL,https://pubchem.ncbi.nlm.nih.gov/compound/935,FEATURED,"7440-02-0, 14903-34-5","112084-17-0, 17375-04-1, 195161-84-3, 39303-46-3, 53527-81-4, 8049-31-8, 134631-46-2, 1250376-70-5, 1250376-73-8, 1262528-31-3, 1437722-77-4, 1437723-06-2, 1437723-36-8, 1628452-65-2, 2088200-08-0, 623574-57-2, 878162-96-0, 2230258-36-1, 206281-40-5, 112084-17-0, 1250376-70-5, 1250376-73-8, 1262528-31-3, 134631-46-2, 1437722-77-4, 1437723-06-2, 1437723-36-8, 1628452-65-2, 17375-04-1, 195161-84-3, 206281-40-5, 2088200-08-0, 2230258-36-1, 39303-46-3, 53527-81-4, 623574-57-2, 8049-31-8, 878162-96-0, 1628452-65-2, 39303-46-3, 1250376-70-5, 623574-57-2, 195161-84-3, 1437723-06-2, 8049-31-8, 53527-81-4, 1250376-73-8, 134631-46-2, 112084-17-0, 1262528-31-3, 17375-04-1, 1437723-36-8, 1437722-77-4",COMPOUND,YES,YES,YES
NICOTINAMIDE,NICOTINAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/936,FEATURED,98-92-0,"123574-63-0, 37321-14-5, 78731-47-2, 123574-63-0, 78731-47-2",COMPOUND,YES,YES,YES
NICOTINE,NICOTINE,https://pubchem.ncbi.nlm.nih.gov/compound/89594,FEATURED,"54-11-5; 22083-74-5, 54-11-5","13890-81-8, 13890-82-9, 16760-37-5, 551-13-3, 6912-85-2, 551-13-3, 16760-37-5, 13890-82-9, 6912-85-2",COMPOUND,YES,YES,YES
NICOTINIC_ACID,NICOTINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/938,FEATURED,59-67-6,"123574-58-3, 1580002-26-1",COMPOUND,YES,YES,YES
NIFEDIPINE,NIFEDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4485,FEATURED,"21829-25-4, 193689-82-6, 915092-63-6","101539-70-2, 101554-38-5, 11104-22-6, 101554-38-5",COMPOUND,YES,YES,YES
NILOTINIB,NILOTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/644241,FEATURED,"641571-10-0, 923288-90-8",No CAS info,COMPOUND,YES,YES,YES
NILUTAMIDE,NILUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4493,FEATURED,63612-50-0,No CAS info,COMPOUND,YES,YES,YES
NIMODIPINE,NIMODIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4497,FEATURED,66085-59-4,No CAS info,COMPOUND,YES,YES,YES
NINTEDANIB,NINTEDANIB,https://pubchem.ncbi.nlm.nih.gov/compound/Nintedanib,FEATURED,656247-17-5,928326-83-4,COMPOUND,MISSING,YES,YES
NIRAPARIB,NIRAPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/24958200,FEATURED,1038915-60-4,No CAS info,COMPOUND,YES,YES,YES
NISOLDIPINE,NISOLDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4499,FEATURED,63675-72-9,No CAS info,COMPOUND,YES,YES,YES
NITAZOXANIDE,NITAZOXANIDE,https://pubchem.ncbi.nlm.nih.gov/compound/41684,FEATURED,55981-09-4,No CAS info,COMPOUND,YES,YES,YES
NITRIC_ACID,NITRIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/944,FEATURED,"7697-37-2, 10361-80-5, 78989-43-2","218625-70-8, 78989-43-2, 802862-59-5, 1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 807260-90-8, 2195414-73-2, 1053657-18-3, 1173016-70-0, 1316336-39-6, 1431325-80-2, 2108694-78-4, 218625-70-8, 2195414-73-2, 2732749-95-8, 78989-43-2, 802862-59-5, 807260-90-8, 78989-43-2, 218625-70-8, 1053657-18-3",COMPOUND,YES,YES,YES
NITROFURAL,NITROFURAL,https://pubchem.ncbi.nlm.nih.gov/compound/5447130,FEATURED,59-87-0,"60051-85-6, 8027-71-2",COMPOUND,YES,YES,YES
NITROFURANTOIN,NITROFURANTOIN,https://pubchem.ncbi.nlm.nih.gov/compound/6604200,FEATURED,67-20-9,No CAS info,COMPOUND,YES,YES,YES
NITROGLYCERIN,NITROGLYCERIN,https://pubchem.ncbi.nlm.nih.gov/compound/4510,FEATURED,55-63-0,"105469-31-6, 80066-48-4, 8013-23-8, 9010-02-0, 100292-13-5, 100292-13-5, 105469-31-6, 80066-48-4, 8013-23-8, 9010-02-0, 9010-02-0, 105469-31-6, 8013-23-8, 100292-13-5",COMPOUND,YES,YES,YES
NITROPRUSSIDE,NITROPRUSSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/124081848,FEATURED,15078-28-1,No CAS info,COMPOUND,NO,YES,YES
NITROUS_ACID,NITROUS ACID,https://pubchem.ncbi.nlm.nih.gov/compound/24529,FEATURED,"7782-77-6, 14797-65-0","17310-27-9, 62498-15-1, 62641-25-2, 78686-39-2, 81744-89-0, 88454-09-5, 2375630-68-3, 17310-27-9, 2375630-68-3, 62498-15-1, 62641-25-2, 78686-39-2, 81744-89-0, 88454-09-5, 17310-27-9, 62641-25-2, 88454-09-5, 78686-39-2, 81744-89-0, 62498-15-1",COMPOUND,YES,YES,YES
NITROUS_OXIDE,NITROUS OXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/948,FEATURED,"10024-97-2, 97485-25-1, 2227102-37-4","126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 794457-85-5, 847968-13-2, 850203-00-8, 1818889-29-0, 126386-65-0, 129451-49-6, 130835-71-1, 147527-07-9, 175876-44-5, 1818889-29-0, 2227102-37-4, 794457-85-5, 847968-13-2, 850203-00-8, 850203-00-8, 130835-71-1, 147527-07-9, 794457-85-5, 175876-44-5, 847968-13-2, 126386-65-0, 129451-49-6",COMPOUND,YES,YES,YES
NIVOLUMAB,NIVOLUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Nivolumab,FEATURED,946414-94-4,No CAS info,COMPOUND,MISSING,YES,YES
NIZATIDINE,NIZATIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/3033637,FEATURED,76963-41-2,No CAS info,COMPOUND,YES,YES,YES
NON-ALLERGENIC_SOAPS,NON-ALLERGENIC SOAPS,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
NON-DISPOSABLE_MEDICAL_DEVICE,NON-DISPOSABLE MEDICAL DEVICE,https://pubmed.ncbi.nlm.nih.gov/26141039,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
NONACOG_ALFA,NONACOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/472386262,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
NONACOG_BETA_PEGOL,NONACOG BETA PEGOL,https://pubchem.ncbi.nlm.nih.gov/substance/472422748,RELEVANT,1175512-71-6,No CAS info,SUBSTANCE,YES,YES,YES
NONACOG_GAMMA,NONACOG GAMMA,https://pubchem.ncbi.nlm.nih.gov/substance/472386262,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
NONOXINOL_9,NONOXINOL 9,https://pubchem.ncbi.nlm.nih.gov/compound/Nonoxynol-9,FEATURED,"9016-45-9, 26027-38-3, 26571-11-9","102188-45-4, 103939-37-3, 105269-88-3, 106152-98-1, 107231-62-9, 11098-16-1, 11103-60-9, 11107-93-0, 111623-62-2, 114101-89-2, 116711-78-5, 123019-34-1, 123068-21-3, 124057-60-9, 12767-68-9, 12789-12-7, 12790-67-9, 137263-06-0, 139281-67-7, 142985-89-5, 143929-07-1, 172521-16-3, 188612-23-9, 190856-87-2, 205577-03-3, 30676-83-6, 32196-52-4, 37187-23-8, 37210-94-9, 37230-99-2, 37280-80-1, 37336-52-0, 39289-57-1, 39316-45-5, 39316-73-9, 39346-85-5, 39373-71-2, 39392-83-1, 39393-36-7, 39421-49-3, 39453-05-9, 39454-98-3, 39475-46-2, 42617-03-8, 50855-29-3, 50934-84-4, 51609-19-9, 51668-51-0, 51938-59-1, 51938-60-4, 52038-46-7, 52051-49-7, 52434-07-8, 52440-03-6, 52440-78-5, 52440-94-5, 52504-18-4, 52504-19-5, 52683-07-5, 53125-17-0, 53529-49-0, 53663-55-1, 53763-35-2, 53763-36-3, 54174-36-6, 54985-54-5, 55126-80-2, 55838-69-2, 56590-96-6, 57308-02-8, 57571-69-4, 59330-69-7, 60098-67-1, 60476-27-9, 61614-07-1, 61840-55-9, 62169-44-2, 62229-24-7, 62229-29-2, 63440-03-9, 63798-88-9, 64296-14-6, 64940-97-2, 65035-40-7, 65035-41-8, 65777-14-2, 66525-84-6, 67053-58-1, 72847-44-0, 72847-45-1, 74434-41-6, 74656-63-6, 74749-71-6, 75882-09-6, 76829-05-5, 77271-60-4, 80341-59-9, 80966-32-1, 81296-82-4, 83271-48-1, 9067-50-9, 93095-76-2, 95828-59-4, 96231-61-7, 96957-64-1, 96958-17-7, 96958-28-0, 99402-83-2, 99531-82-5, 112509-36-1, 141490-14-4, 167140-06-9, 202936-22-9, 226225-58-7, 226225-59-8, 441352-55-2, 441352-56-3, 441352-57-4, 441352-58-5, 441352-59-6, 509171-19-1, 51059-97-3, 52012-43-8, 623588-93-2, 28136-10-9, 29594-36-3, 90452-81-6, 942205-98-3, 1163687-50-0, 1202388-20-2, 1202388-26-8, 286015-24-5, 376647-33-5, 874461-43-5, 9021-03-8, 933050-99-8, 1809431-45-5, 1809431-82-0, 1943678-94-1, 2091900-73-9, 2096976-67-7, 25640-88-4, 27288-14-8, 286015-28-9, 37291-67-1, 62229-21-4, 2323620-11-5, 2332812-08-3, 2408592-97-0, 100777-03-5, 102735-76-2, 113595-38-3, 120038-12-2, 124401-72-5, 12612-63-4, 131160-29-7, 190386-13-1, 195065-75-9, 204842-55-7, 27942-26-3, 28776-15-0, 29319-48-0, 37330-04-4, 39042-04-1, 52440-22-9, 56214-26-7, 58339-76-7, 68858-84-4, 69154-14-9, 70025-66-0, 78009-08-2, 86243-62-1, 86727-29-9, 9002-95-3, 96827-63-3, 117989-54-5, 135229-74-2, 226924-41-0, 52440-21-8, 96827-50-8, 99550-41-1, 55247-80-8, 1338788-01-4, 34149-89-8, 374934-72-2, 41257-07-2, 26571-11-9",COMPOUND,MISSING,YES,YES
NON_MEDICATED_EYE_DROPS,NON MEDICATED EYE DROPS,https://pubchem.ncbi.nlm.nih.gov/compound/3007857,RELEVANT,"1314-13-2, 55204-38-1","185461-95-4, 1352121-28-8, 1621460-93-2, 1404365-15-6, 8050-42-8, 1799390-27-4, 8011-84-5, 1613512-66-5, 8047-69-6, 1449007-65-1, 1158650-40-8, 57206-86-7, 1928718-93-7, 56592-00-8, 1079737-05-5, 768390-32-5, 1035159-71-7, 1227055-55-1, 8051-03-4, 8047-36-7, 1629869-94-8, 1328870-15-0, 143477-34-3, 1434578-69-4",COMPOUND,NO,NO,NO
NON_MEDICATED_SHAMPOOS,NON MEDICATED SHAMPOOS,https://pubmed.ncbi.nlm.nih.gov/12476017,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
