CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases,
49562-28-9,https://drugs.ncats.io/drug/U202363UOS,US Approved Rx 2012,ANDA090715,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=090715,US Previously Marketed 1993,LIPIDIL by ABBVIE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019304,Hypertriglyceridemia; Hypercholesterolemia,Approved; Approved,
42017-89-0,https://drugs.ncats.io/drug/BGF9MN2HU1,US Approved Rx 2015,ANDA200920,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200920,US Approved Rx 2008,NDA022224,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022224,hypertriglyceridemia,Approved,
67227-56-9,https://drugs.ncats.io/drug/INU8H2KAWG,US Approved Rx 1997,NDA019922,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019922,US Approved Rx 1997,NDA019922,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019922,Hypertension,Approved,
29679-58-1,https://drugs.ncats.io/drug/RA33EAC7KY,US Approved Rx 1976,NDA017604,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017604,US Approved Rx 1976,NDA017604,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017604,Rheumatoid arthritis; Pain; Osteoarthritis,Approved; Approved; Approved,
16397-28-7,https://drugs.ncats.io/drug/W0194S5FOA,Possibly Marketed Outside US ,Lipolin by ICN-Usafarma [Brazil],https://archive.org/details/Pharmaceutical_Manufacturing_Encyclopedia_Vols_12_2nd_Ed,,,,Obesity,Withdrawn,
437-38-7,https://drugs.ncats.io/drug/UF599785JZ,US Approved Rx 2019,ANDA210762,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210762,US Previously Marketed 1968,INNOVAR by EPIC PHARMA LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016049,Pain,Approved,
119683-68-0,https://drugs.ncats.io/drug/G6N3J05W84,US Approved Rx 2009,NDA022180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022180,Possibly Marketed Outside US 1995,ANDA065520,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1904c28-8c19-44da-b395-1e4bd08d6122,Acne,Approved,
171544-35-7,https://drugs.ncats.io/drug/6HJV9H13XS,US Previously Marketed 1996,GASTROMARK by AMAG PHARMS INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020410,US Previously Marketed 1996,GASTROMARK by AMAG PHARMS INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020410,,,
1309-38-2,https://drugs.ncats.io/drug/XM0M87F357,US Approved Rx 2009,NDA022180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022180,Possibly Marketed Outside US 1995,ANDA065520,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1904c28-8c19-44da-b395-1e4bd08d6122,Acne,Approved,
286930-02-7,https://drugs.ncats.io/drug/621G617227,US Approved Rx 2023,ANDA204973,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204973,US Approved Rx 2008,NDA022030,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022030,Overactive bladder; Urinary incontinence; Partial urethral obstruction; Overactive bladder,Approved; Preclinical; Preclinical; Approved,
83799-24-0,https://drugs.ncats.io/drug/E6582LOH6V,US Approved Rx 2012,ANDA091567,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091567,US Previously Marketed 1996,ALLEGRA by CHATTEM SANOFI,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020625,Seasonal allergic rhinitis,Approved,
873857-62-6,https://drugs.ncats.io/drug/Z5N076G8YQ,US Approved Rx 2024,ANDA208443,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208443,US Approved Rx 2011,NDA201699,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201699,Clostridium difficile-associated diarrhea,Approved,
121181-53-1,https://drugs.ncats.io/drug/PVI5M0M1GW,US Approved Rx 1991,BLA103353,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103353,US Approved Rx 1991,BLA103353,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103353,,,
98319-26-7,https://drugs.ncats.io/drug/57GNO57U7G,US Approved Rx 2006,ANDA076511,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076511,US Approved Rx 1992,NDA020180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020180,Androgenic alopecia; Benign prostatic hyperplasia,Approved; Approved,
162359-55-9,https://drugs.ncats.io/drug/3QN8BYN5QF,US Approved Rx 2022,ANDA208003,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208003,US Approved Rx 2010,NDA022527,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22527,Multiple sclerosis,Approved,
50-00-0,https://drugs.ncats.io/drug/T0H3L6C7I5,Possibly Marketed Outside US 2019,HB Triple Play by Wausau Chemical,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=426419d4-5d88-438c-9c10-2541abb6a3fc,Possibly Marketed Outside US 2019,HB Triple Play by Wausau Chemical,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=426419d4-5d88-438c-9c10-2541abb6a3fc,,,
146-14-5,https://drugs.ncats.io/drug/ZC44YTI8KK,Possibly Marketed Outside US ,"BumP DHA by Centurion Labs, LLC",https://www.drugbank.ca/drugs/DB03147,Possibly Marketed Outside US 2011,EnBrace HR by Jaymac Pharma,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f14fa40-97ab-4ec5-b66b-793d6d1abac9,Vitamin B2 deficiency; Stomatitis; Conjunctivitis,Approved; Approved; Approved,
146-17-8,https://drugs.ncats.io/drug/7N464URE7E,US Approved Rx 2016,NDA203324,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=203324,US Previously Marketed 1947,BEROCCA PN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071,Vitamin deficiency; Cerebral infarction; Atherosclerosis,Approved; Approved; Approved,
15301-69-6,https://drugs.ncats.io/drug/3E74Y80MEY,US Approved Rx 2004,ANDA076831,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076831,US Previously Marketed 1970,URISPAS by ORTHO MCNEIL JANSSEN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016769,Urethritis; Prostatitis; Cystitis,Approved; Approved; Approved,
54143-55-4,https://drugs.ncats.io/drug/K94FTS1806,US Approved Rx 2020,ANDA210683,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210683,US Previously Marketed 1985,TAMBOCOR by ALVOGEN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018830,Documented ventricular arrhythmias; Paroxysmal atrial fibrillation,Approved; Approved,
167933-07-5,https://drugs.ncats.io/drug/37JK4STR6Z,US Approved Rx 2015,NDA022526,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022526,US Approved Rx 2015,NDA022526,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022526,Hypoactive sexual desire disorder,Approved,
956103-76-7,https://drugs.ncats.io/drug/6W15Z5R0RU,US Approved Rx 2012,NDA202008,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202008,US Approved Rx 2012,NDA202008,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202008,Alzheimer’s disease,Approved,
50-91-9,https://drugs.ncats.io/drug/039LU44I5M,US Approved Rx 2001,ANDA075837,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075837,US Previously Marketed 1970,FUDR by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016929,Gastrointestinal adenocarcinoma metastatic to the liver,Approved,
86386-73-4,https://drugs.ncats.io/drug/8VZV102JFY,US Approved Rx 2012,ANDA078698,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078698,US Previously Marketed 1990,DIFLUCAN IN SODIUM CHLORIDE 0.9% by PFIZER,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019950,Cryptococcal meningitis; Vaginal candidiasis,Approved; Approved,
2022-85-7,https://drugs.ncats.io/drug/D83282DT06,US Approved Rx 2017,ANDA204652,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204652,US Approved Rx 1971,NDA017001,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017001,Systemic candidiasis; Cryptococcal meningitis; Cryptococcus pulmonary infections; Candida urinary system infections; Candida endocarditis,Approved; Approved; Approved; Approved; Approved,
21679-14-1,https://drugs.ncats.io/drug/P2K93U8740,US Approved Rx 2007,ANDA078393,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078393,US Previously Marketed 1991,FLUDARA by GENZYME CORP,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020038,Chronic lymphocytic leukemia,Approved,
127-31-1,https://drugs.ncats.io/drug/U0476M545B,US Approved Rx 2022,ANDA215279,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215279,US Previously Marketed 1955,FLORINEF by CASPER PHARMA LLC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010060,Addison's disease; Salt-losing adrenogenital syndrome,Approved; Approved,
1524-88-5,https://drugs.ncats.io/drug/8EUL29XUQT,US Approved Rx 2016,ANDA207133,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=207133,US Previously Marketed 1961,Cordran by Lilly,https://books.google.com/books?id=ZiiU-iiF1K8C&newbks=1&newbks_redir=0&dq=hydroxyphenamate&pg=PA367#v=onepage&q=hydroxyphenamate&f=false,Inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses,Approved,
78755-81-4,https://drugs.ncats.io/drug/40P7XK9392,US Approved Rx 2004,ANDA076787,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076787,US Previously Marketed 1991,ROMAZICON by HOFFMANN LA ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020073,Benzodiazepine overdose,Approved,
3385-03-03,https://drugs.ncats.io/drug/78M02AA8KF,US Approved Rx 2002,ANDA074805,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074805,US Previously Marketed 1981,NASALIDE by IVAX RES,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018148,Perennial or seasonal allergic rhinitis,Approved,
67-73-2,https://drugs.ncats.io/drug/0CD5FD6S2M,US Approved Rx 1994,ANDA040041,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040041,US Approved Rx 1961,NDA012787,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012787,Chronic non-infectious uveitis affecting the posterior segment of the eye; Corticosteroid-responsive dermatoses,Approved; Approved,
356-12-7,https://drugs.ncats.io/drug/2W4A77YPAN,US Approved Rx 2020,ANDA208989,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208989,US Previously Marketed 1971,LIDEX by ALVOGEN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016909,Corticosteroid-responsive dermatoses,Approved,
2321-07-05,https://drugs.ncats.io/drug/TPY09G7XIR,US Approved Rx 2023,ANDA215709,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215709,Possibly Marketed Outside US 1958,NDA208742,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7514e6b8-c33f-4fbf-8810-ef520e1eb4bd,Fluorescein angiography or angioscopy of the retina vasculature; Fluorescein angiography or angioscopy of the iris vasculature,Approved; Approved,
7782-41-4,https://drugs.ncats.io/drug/284SYP0193,Clinical 2021,NCT04705428: Not Applicable Interventional Completed White Spot Lesion,https://clinicaltrials.gov/ct2/show/NCT04705428,,,,,,
426-13-1,https://drugs.ncats.io/drug/SV0CSG527L,US Approved Rx 1972,NDA016851,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016851,US Previously Marketed 1959,Oxylone Cream by Upjohn,OB NME Appendix 1950-1993,"Inflammation of the palpebral and bulbar conjunctiva, cornea and anterior segment of the globe",Approved,
51-21-8,https://drugs.ncats.io/drug/U3P01618RT,US Approved Rx 1998,ANDA040278,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040278,US Previously Marketed 1962,FLUOROURACIL by SPECTRUM PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012209,Prostate cancer; Lung cancer; Breast cancer; Head and neck cancer; Digestive system neoplasms; Breast adenocarcinoma; Gastric adenocarcinoma; Adenocarcinoma of the colon,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved,
54910-89-3,https://drugs.ncats.io/drug/01K63SUP8D,US Approved Rx 2001,ANDA075049,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075049,US Approved Rx 1987,NDA018936,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018936,Obsessive-compulsive disorder; Panic disorder; Bulimia nervosa; Major depressive disorder,Approved; Approved; Approved; Approved,
76-43-7,https://drugs.ncats.io/drug/9JU12S4YFY,US Previously Marketed 1983,FLUOXYMESTERONE by WATSON LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088309,US Previously Marketed 1956,HALOTESTIN by PHARMACIA AND UPJOHN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010611,Male hypogonadism; Delayed male puberty; Inoperable metastatic female breast cancer,Approved; Approved; Approved,
69-23-8,https://drugs.ncats.io/drug/S79426A41Z,US Approved Rx 2023,ANDA217410,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217410,US Previously Marketed 1959,PROLIXIN by APOTHECON,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012145,Schizophrenia,Approved,
17617-23-1,https://drugs.ncats.io/drug/IHP475989U,US Approved Rx 1989,ANDA072368,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072368,US Previously Marketed 1970,DALMANE by VALEANT PHARM INTL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016721,Insomnia,Approved,
5104-49-4,https://drugs.ncats.io/drug/5GRO578KLP,US Approved Rx 1995,ANDA074447,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074447,US Previously Marketed 1986,OCUFEN by ALLERGAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019404,Osteoarthritis; Rheumatoid arthritis; Osteoarthritis,Approved; Approved; Approved,
13311-84-7,https://drugs.ncats.io/drug/76W6J0943E,US Approved Rx 2001,ANDA075298,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075298,US Previously Marketed 1989,EULEXIN by SCHERING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018554,Metastatic carcinoma of the prostate,Approved,
90566-53-3,https://drugs.ncats.io/drug/CUT2W21N7U,Possibly Marketed Outside US ,WHO-ATC:D07AC17,https://ginas.ncats.nih.gov/ginas/app/substance/CUT2W21N7U,,,,,,
397864-44-7,https://drugs.ncats.io/drug/JS86977WNV,US Approved Rx 2007,NDA022051,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022051,US Approved Rx 2007,NDA022051,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022051,Asthma; Chronic obstructive pulmonary disease; Perennial or seasonal allergic rhinitis,Approved; Approved; Approved,
93957-54-1,https://drugs.ncats.io/drug/4L066368AS,US Approved Rx 2012,ANDA078407,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078407,US Previously Marketed 1993,LESCOL by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020261,Hypercholesterolemia; Atherosclerosis; Dyslipidemia,Approved; Approved; Approved,
54739-18-3,https://drugs.ncats.io/drug/O4L1XPO44W,US Approved Rx 2013,ANDA091476,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091476,US Previously Marketed 1994,LUVOX by SOLVAY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020243,Obsessive-compulsive disorder,Approved,
59-30-3,https://drugs.ncats.io/drug/935E97BOY8,US Approved Rx 2005,ANDA040625,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040625,US Previously Marketed 1946,FOLVRON by LEDERLE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006012,Megaloblastic anemia,Approved,
97048-13-0,https://drugs.ncats.io/drug/W9BB98U6HP,US Approved Rx 2002,BLA021484,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021484,US Previously Marketed 1986,METRODIN by SERONO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019415,,,
146479-72-3,https://drugs.ncats.io/drug/2M2GGL7HUP,Possibly Marketed Outside US ,Puregon by Merck Ltd. [Canada],https://www.drugbank.ca/drugs/DB00066,,,,,,
7554-65-6,https://drugs.ncats.io/drug/83LCM6L2BY,US Approved Rx 2023,ANDA216791,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216791,US Previously Marketed 1997,ANTIZOL by PAR PHARM INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020696,Ethylene glycol Poisoning,Approved,
160369-77-7,https://drugs.ncats.io/drug/3Z6W3S36X5,US Previously Marketed 1998,VITRAVENE PRESERVATIVE FREE by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020961,US Previously Marketed 1998,VITRAVENE PRESERVATIVE FREE by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020961,,,
114870-03-0,https://drugs.ncats.io/drug/X0Q6N9USOZ,US Approved Rx 2018,ANDA208615,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208615,US Approved Rx 2001,NDA021345,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021345,Deep Vein Thrombosis,Approved,
